index,id,species,family_name,order_name,hits,source,filtered_hits
586,GFCP00000000.1,Ampulex compressa,Ampulicidae,Hymenoptera,0,TSA,0.0
587,GFCQ00000000.1,Periplaneta americana,Blattidae,Blattodea,1,TSA,1.0
588,GCPB00000000.1,Megastigmus spermotrophus,Megastigmidae,Hymenoptera,2,TSA,1.0
589,GENK00000000.1,Mythimna separata,Noctuidae,Lepidoptera,0,TSA,0.0
590,GEGV00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
591,GERG00000000.1,Ptyssoptera sp. AB-2015,Palaephatidae,Lepidoptera,2,TSA,1.0
592,GDJO00000000.1,Cotesia glomerata,Braconidae,Hymenoptera,0,TSA,0.0
593,GBOS00000000.1,Dendrocerus carpenteri,Megaspilidae,Hymenoptera,1,TSA,1.0
594,GBXA00000000.1,Parnopes grandior,Chrysididae,Hymenoptera,2,TSA,1.0
595,GBWZ00000000.1,Pergagrapta polita,Pergidae,Hymenoptera,0,TSA,0.0
596,GBWS00000000.1,Aulacus burquei,Aulacidae,Hymenoptera,1,TSA,1.0
597,GBWR00000000.1,Polistes dominula,Vespidae,Hymenoptera,2,TSA,1.0
598,GBWQ00000000.1,Monosapyga clavicornis,Sapygidae,Hymenoptera,1,TSA,1.0
599,GBWV00000000.1,Stelis punctulatissima,Megachilidae,Hymenoptera,0,TSA,0.0
600,GBWP00000000.1,Pseudapis diversipes,Halictidae,Hymenoptera,0,TSA,0.0
601,GBWN00000000.1,Tiphia femorata,Tiphiidae,Hymenoptera,1,TSA,1.0
602,GBWM00000000.1,Diaeretus essigellae,Braconidae,Hymenoptera,0,TSA,0.0
603,GBWU00000000.1,Pediaspis aceris,Cynipidae,Hymenoptera,2,TSA,2.0
604,GBWJ00000000.1,Xiphydria camelus,Xiphydriidae,Hymenoptera,0,TSA,0.0
605,GBWF00000000.1,Systropha curvicornis,Halictidae,Hymenoptera,0,TSA,0.0
606,GBWE00000000.1,Pompilus cinereus,Pompilidae,Hymenoptera,1,TSA,1.0
607,GBVU00000000.1,Pelecinus polyturator,Pelecinidae,Hymenoptera,1,TSA,1.0
608,GBVT00000000.1,Netelia testacea,Ichneumonidae,Hymenoptera,1,TSA,1.0
609,GBWC00000000.1,Ichneumon albiger,Ichneumonidae,Hymenoptera,0,TSA,0.0
610,GBWA00000000.1,Synergus umbraculus,Cynipidae,Hymenoptera,1,TSA,1.0
611,GBVP00000000.1,Nomioides sp. AD-2014,Halictidae,Hymenoptera,0,TSA,0.0
612,GBVO00000000.1,Ampulex fasciata,Ampulicidae,Hymenoptera,0,TSA,0.0
613,GBVM00000000.1,Ibalia leucospoides ensiger,Ibaliidae,Hymenoptera,0,TSA,0.0
614,GBVL00000000.1,Passaloecus eremita,Crabronidae,Hymenoptera,0,TSA,0.0
615,GBVK00000000.1,Melitta haemorrhoidalis,Melittidae,Hymenoptera,0,TSA,0.0
616,GBVJ00000000.1,Eucera nigriceps,Apidae,Hymenoptera,0,TSA,0.0
617,GBVI00000000.1,Cephus spinipes,Cephidae,Hymenoptera,0,TSA,0.0
618,GBVH00000000.1,Xyela alpigena,Xyelidae,Hymenoptera,1,TSA,1.0
619,GBVG00000000.1,Gasteruption tournieri,Gasteruptiidae,Hymenoptera,1,TSA,1.0
620,GBVF00000000.1,Blasticotoma filiceti,Blasticotomidae,Hymenoptera,0,TSA,0.0
621,GBVE00000000.1,Aphidius colemani,Braconidae,Hymenoptera,0,TSA,0.0
622,GBVD00000000.1,Ceraphron sp. AD-2014,Ceraphronidae,Hymenoptera,3,TSA,2.0
623,GBVB00000000.1,Inostemma sp. AD-2014,Platygastridae,Hymenoptera,0,TSA,0.0
624,GBUY00000000.1,Aleiodes testaceus,Braconidae,Hymenoptera,1,TSA,1.0
625,GBUQ00000000.1,Trichopria drosophilae,Diapriidae,Hymenoptera,1,TSA,1.0
626,GBUP00000000.1,Trissolcus semistriatus,Scelionidae,Hymenoptera,1,TSA,1.0
627,GBUO00000000.1,Diprion pini,Diprionidae,Hymenoptera,1,TSA,1.0
628,GBUN00000000.1,Cleptes nitidulus,Chrysididae,Hymenoptera,0,TSA,0.0
629,GBUM00000000.1,Xylocopa violacea,Apidae,Hymenoptera,0,TSA,0.0
630,GBUK00000000.1,Osmia cornuta,Megachilidae,Hymenoptera,0,TSA,0.0
631,GBUJ00000000.1,Colletes cunicularius,Colletidae,Hymenoptera,0,TSA,0.0
632,GBQM00000000.1,Colpa sexmaculata,Scoliidae,Hymenoptera,0,TSA,0.0
633,GBQP00000000.1,Halictus quadricinctus,Halictidae,Hymenoptera,0,TSA,0.0
634,GBQL00000000.1,Episyron rufipes,Pompilidae,Hymenoptera,1,TSA,1.0
635,GBQN00000000.1,Megachile willughbiella,Megachilidae,Hymenoptera,0,TSA,0.0
636,GBQK00000000.1,Heriades truncorum,Megachilidae,Hymenoptera,0,TSA,0.0
637,GBQG00000000.1,Megalodontes cephalotes,Megalodontesidae,Hymenoptera,1,TSA,1.0
638,GBQF00000000.1,Bombus rupestris,Apidae,Hymenoptera,0,TSA,0.0
639,GBQE00000000.1,Cephalonomia tarsalis,Bethylidae,Hymenoptera,2,TSA,1.0
640,GBQJ00000000.1,Scolia hirta,Scoliidae,Hymenoptera,0,TSA,0.0
641,GBQA00000000.1,Torymus bedeguaris,Torymidae,Hymenoptera,1,TSA,1.0
642,GBPZ00000000.1,Coelioxys conoidea,Megachilidae,Hymenoptera,0,TSA,0.0
643,GBPW00000000.1,Epeolus variegatus,Apidae,Hymenoptera,0,TSA,0.0
644,GBPN00000000.1,Chelostoma florisomne,Megachilidae,Hymenoptera,0,TSA,0.0
645,GBPE00000000.1,Hyposoter didymator,Ichneumonidae,Hymenoptera,0,TSA,0.0
646,GBOU00000000.1,Liris sp. AD-2014,Crabronidae,Hymenoptera,0,TSA,0.0
647,GBOR00000000.1,Syrphophilus tricinctorius,Ichneumonidae,Hymenoptera,1,TSA,1.0
648,GBOQ00000000.1,Dasymutilla gloriosa,Mutillidae,Hymenoptera,1,TSA,1.0
649,GBNW00000000.1,Pseudoscolia sinaitica,Crabronidae,Hymenoptera,0,TSA,0.0
650,GBOE00000000.1,Chlorion hirtum,Sphecidae,Hymenoptera,0,TSA,0.0
651,GBOC00000000.1,Palarus histrio,Crabronidae,Hymenoptera,0,TSA,0.0
652,GBNO00000000.1,Dolichurus corniculus,Ampulicidae,Hymenoptera,1,TSA,1.0
653,GBOL00000000.1,Cimbex rubida,Cimbicidae,Hymenoptera,0,TSA,0.0
654,GBNJ00000000.1,Pseudogonalos hahnii,Trigonalidae,Hymenoptera,0,TSA,0.0
655,GBNT00000000.1,Ampulex compressa,Ampulicidae,Hymenoptera,0,TSA,0.0
656,GBTU00000000.1,Orasema simulatrix,Eucharitidae,Hymenoptera,0,TSA,0.0
657,GBTF00000000.1,Dacnusa sibirica,Braconidae,Hymenoptera,1,TSA,1.0
658,GBTY00000000.1,Dufourea dentiventris,Halictidae,Hymenoptera,0,TSA,0.0
659,GBTZ00000000.1,Methocha articulata,Thynnidae,Hymenoptera,1,TSA,1.0
660,GBWX00000000.1,Elampus spina,Chrysididae,Hymenoptera,0,TSA,0.0
661,GBWY00000000.1,Sapyga quinquepunctata,Sapygidae,Hymenoptera,1,TSA,1.0
662,GBQV00000000.1,Eucera sp. 'Tetraloniella' AD-2014,Apidae,Hymenoptera,0,TSA,0.0
663,GBNP00000000.1,Euglossa dilemma,Apidae,Hymenoptera,0,TSA,0.0
664,GBNY00000000.1,Andricus quercuscalicis,Cynipidae,Hymenoptera,0,TSA,0.0
665,GBQS00000000.1,Vespa crabro,Vespidae,Hymenoptera,1,TSA,1.0
666,GBQU00000000.1,Nitela sp. AD-2014,Crabronidae,Hymenoptera,0,TSA,0.0
667,GBTM00000000.1,Anthophora plumipes,Apidae,Hymenoptera,0,TSA,0.0
668,GBTL00000000.1,Tetragonula carbonaria,Apidae,Hymenoptera,0,TSA,0.0
669,GBTP00000000.1,Aproceros leucopoda,Argidae,Hymenoptera,0,TSA,0.0
670,GBTQ00000000.1,Lestica clypeata,Crabronidae,Hymenoptera,0,TSA,0.0
671,GBTS00000000.1,Orussus unicolor,Orussidae,Hymenoptera,0,TSA,0.0
672,GBPQ00000000.1,Sapygina decemguttata,Sapygidae,Hymenoptera,1,TSA,1.0
673,GBPS00000000.1,Hylaeus variegatus,Colletidae,Hymenoptera,0,TSA,0.0
674,GBPU00000000.1,Ceratina chalybea,Apidae,Hymenoptera,0,TSA,0.0
675,GBOJ00000000.1,Anthidium manicatum,Megachilidae,Hymenoptera,0,TSA,0.0
676,GBPV00000000.1,Auplopus albifrons,Pompilidae,Hymenoptera,2,TSA,1.0
677,GBOK00000000.1,Meria tripunctata,Thynnidae,Hymenoptera,1,TSA,1.0
678,GBNQ00000000.1,Smicromyrme rufipes,Mutillidae,Hymenoptera,1,TSA,1.0
679,GBNX00000000.1,Macropis fulvipes,Melittidae,Hymenoptera,0,TSA,0.0
680,GBNZ00000000.1,Heterodontonyx sp. AD-2014,Pompilidae,Hymenoptera,2,TSA,1.0
681,GBON00000000.1,Dryudella pinguis,Crabronidae,Hymenoptera,0,TSA,0.0
682,GBNC00000000.1,Telenomus sp. AD-2014,Scelionidae,Hymenoptera,1,TSA,1.0
683,GBPP00000000.1,Dioxys cincta,Megachilidae,Hymenoptera,0,TSA,0.0
684,GBPT00000000.1,Lasioglossum xanthopus,Halictidae,Hymenoptera,0,TSA,0.0
685,GBNG00000000.1,Vespula germanica,Vespidae,Hymenoptera,1,TSA,1.0
686,GBNI00000000.1,Eucera malvae,Apidae,Hymenoptera,0,TSA,0.0
687,GBPG00000000.1,Eucera nigrescens,Apidae,Hymenoptera,0,TSA,0.0
688,GBOH00000000.1,Masaris aegyptiacus aegyptiacus,Vespidae,Hymenoptera,2,TSA,1.0
689,GBMY00000000.1,Netelia sp. AD-2014,Ichneumonidae,Hymenoptera,0,TSA,0.0
690,GBPI00000000.1,Urocerus augur,Siricidae,Hymenoptera,1,TSA,1.0
691,GBPJ00000000.1,Heteropelma amictum,Ichneumonidae,Hymenoptera,1,TSA,1.0
692,GBPM00000000.1,Pimpla flavicoxis,Ichneumonidae,Hymenoptera,1,TSA,1.0
693,GBND00000000.1,Buathra laborator,Ichneumonidae,Hymenoptera,1,TSA,1.0
694,GBPO00000000.1,Pison atrum,Crabronidae,Hymenoptera,0,TSA,0.0
695,GBOA00000000.1,Spilomena beata,Crabronidae,Hymenoptera,0,TSA,0.0
696,GBMT00000000.1,Ammophila sabulosa,Sphecidae,Hymenoptera,0,TSA,0.0
697,GBMS00000000.1,Brachygaster minutus,Evaniidae,Hymenoptera,1,TSA,1.0
698,GBMX00000000.1,Ammobates syriacus,Apidae,Hymenoptera,0,TSA,0.0
699,GBMU00000000.1,Stephanus serrator,Stephanidae,Hymenoptera,1,TSA,1.0
700,GBOG00000000.1,Sirex noctilio,Siricidae,Hymenoptera,0,TSA,0.0
701,GBMW00000000.1,Parischnogaster nigricans,Vespidae,Hymenoptera,0,TSA,0.0
702,GBOI00000000.1,Camptopoeum sacrum,Andrenidae,Hymenoptera,0,TSA,0.0
703,GBPH00000000.1,Arge berberidis,Argidae,Hymenoptera,0,TSA,0.0
704,GBNB00000000.1,Stizus continuus,Crabronidae,Hymenoptera,0,TSA,0.0
705,GBLV00000000.1,Chyphotes sp. AD-2014,Chyphotidae,Hymenoptera,0,TSA,0.0
706,GBLX00000000.1,Tremex magus,Siricidae,Hymenoptera,1,TSA,1.0
707,GBME00000000.1,Panurgus dentipes,Andrenidae,Hymenoptera,0,TSA,0.0
708,GBMG00000000.1,Eumenes papillarius,Vespidae,Hymenoptera,0,TSA,0.0
709,GBLY00000000.1,Eucera plumigera,Apidae,Hymenoptera,0,TSA,0.0
710,GBLZ00000000.1,Eucera syriaca,Apidae,Hymenoptera,0,TSA,0.0
711,GBWD00000000.1,Macrocentrus marginator,Braconidae,Hymenoptera,1,TSA,1.0
712,GBQB00000000.1,Euura ribesii,Tenthredinidae,Hymenoptera,1,TSA,1.0
713,GBLR00000000.1,Thyreus orbatus,Apidae,Hymenoptera,0,TSA,0.0
714,GBMJ00000000.1,Lithurgus chrysurus,Megachilidae,Hymenoptera,0,TSA,0.0
715,GBMP00000000.1,Dasypoda hirtipes,Melittidae,Hymenoptera,0,TSA,0.0
716,GBKM00000000.1,Acantholyda hieroglyphica,Pamphiliidae,Hymenoptera,1,TSA,1.0
717,GCVB00000000.1,Brachyserphus parvulus,Proctotrupidae,Hymenoptera,1,TSA,1.0
718,GBOY00000000.1,Mellinus arvensis,Crabronidae,Hymenoptera,0,TSA,0.0
719,GCRH00000000.1,Plumarius gradifrons,Plumariidae,Hymenoptera,0,TSA,0.0
720,GBLP00000000.1,Diglyphus isaea,Eulophidae,Hymenoptera,0,TSA,0.0
721,GBLL00000000.1,Dendrocerus carpenteri,Megaspilidae,Hymenoptera,1,TSA,0.0
722,GBLE00000000.1,Brachymeria minuta,Chalcididae,Hymenoptera,1,TSA,1.0
723,GBLB00000000.1,Astata minor,Crabronidae,Hymenoptera,0,TSA,0.0
724,GBLA00000000.1,Nomada lathburiana,Apidae,Hymenoptera,0,TSA,0.0
725,GBKZ00000000.1,Sphecodes albilabris,Halictidae,Hymenoptera,0,TSA,0.0
726,GBLF00000000.1,Andrena vaga,Andrenidae,Hymenoptera,0,TSA,0.0
727,GEOV00000000.1,Tegeticula yuccasella,Prodoxidae,Lepidoptera,0,TSA,0.0
728,GEOU00000000.1,Tischeria quercitella,Tischeriidae,Lepidoptera,0,TSA,0.0
729,GEOR00000000.1,Tineola bisselliella,Tineidae,Lepidoptera,0,TSA,0.0
730,GEOQ00000000.1,Thyridopteryx ephemeraeformis,Psychidae,Lepidoptera,0,TSA,0.0
731,GEOP00000000.1,Palaephatus nielseni,Palaephatidae,Lepidoptera,0,TSA,0.0
732,GEON00000000.1,Palaephatus luteolus,Palaephatidae,Lepidoptera,1,TSA,0.0
733,GEOO00000000.1,Phymatopus californicus,Hepialidae,Lepidoptera,0,TSA,0.0
734,GEOM00000000.1,Metaphatus ochraceus,Palaephatidae,Lepidoptera,0,TSA,0.0
735,GEOL00000000.1,Metaphatus ochraceus,Palaephatidae,Lepidoptera,0,TSA,0.0
736,GEOT00000000.1,Pseudopostega quadristrigella,Opostegidae,Lepidoptera,0,TSA,0.0
737,GBWI00000000.1,Philanthus triangulum,Crabronidae,Hymenoptera,0,TSA,0.0
738,GBWO00000000.1,Trypoxylon figulus,Crabronidae,Hymenoptera,0,TSA,0.0
739,GBWH00000000.1,Crossocerus quadrimaculatus,Crabronidae,Hymenoptera,0,TSA,0.0
740,GBWG00000000.1,Crabro peltarius,Crabronidae,Hymenoptera,0,TSA,0.0
741,GBQI00000000.1,Prionyx kirbii,Sphecidae,Hymenoptera,0,TSA,0.0
742,GBQO00000000.1,Stizoides tridentatus,Crabronidae,Hymenoptera,0,TSA,0.0
743,GBQH00000000.1,Pemphredon lugens,Crabronidae,Hymenoptera,0,TSA,0.0
744,GBQD00000000.1,Sphex funerarius,Sphecidae,Hymenoptera,0,TSA,0.0
745,GBPX00000000.1,Podalonia hirsuta,Sphecidae,Hymenoptera,0,TSA,0.0
746,GBPY00000000.1,Isodontia mexicana,Sphecidae,Hymenoptera,0,TSA,0.0
747,GBOB00000000.1,Sphecius convallis,Crabronidae,Hymenoptera,0,TSA,0.0
748,GBLU00000000.1,Oxybelus bipunctatus,Crabronidae,Hymenoptera,0,TSA,0.0
749,GBMA00000000.1,Diodontus minutus,Crabronidae,Hymenoptera,0,TSA,0.0
750,GBLS00000000.1,Dinetus pictus,Crabronidae,Hymenoptera,0,TSA,0.0
751,GBNF00000000.1,Harpactus elegans,Crabronidae,Hymenoptera,0,TSA,0.0
752,GBNN00000000.1,Nysson niger,Crabronidae,Hymenoptera,0,TSA,0.0
753,GBPR00000000.1,Tachysphex fulvitarsis,Crabronidae,Hymenoptera,0,TSA,0.0
754,GBNL00000000.1,Sceliphron curvatum,Sphecidae,Hymenoptera,0,TSA,0.0
755,GBNR00000000.1,Gorytes laticinctus,Crabronidae,Hymenoptera,0,TSA,0.0
756,GBNH00000000.1,Psenulus fuscipennis,Crabronidae,Hymenoptera,0,TSA,0.0
757,GBNS00000000.1,Cerceris arenaria,Crabronidae,Hymenoptera,0,TSA,0.0
758,GBOM00000000.1,Chalybion californicum,Sphecidae,Hymenoptera,0,TSA,0.0
759,GBQR00000000.1,Bembix rostrata,Crabronidae,Hymenoptera,0,TSA,0.0
760,GBUA00000000.1,Alysson spinosus,Crabronidae,Hymenoptera,0,TSA,0.0
761,GFDL00000000.1,Culex tarsalis,Culicidae,Diptera,3,TSA,1.0
762,GEZZ00000000.1,Diadromus collaris,Ichneumonidae,Hymenoptera,1,TSA,1.0
763,GEEM00000000.1,Trichoplusia ni,Noctuidae,Lepidoptera,0,TSA,0.0
764,GFDG00000000.1,Haematobia irritans,Muscidae,Diptera,0,TSA,0.0
765,GFDF00000000.1,Nyssomyia neivai,Psychodidae,Diptera,0,TSA,0.0
766,GFCY00000000.1,Bombyx mori,Bombycidae,Lepidoptera,0,TSA,0.0
767,GFCX00000000.1,Antheraea pernyi,Saturniidae,Lepidoptera,0,TSA,0.0
768,GECK00000000.1,Rhodnius prolixus,Reduviidae,Hemiptera,0,TSA,0.0
769,GFAF00000000.1,Cotesia vestalis,Braconidae,Hymenoptera,1,TSA,1.0
770,GEMJ00000000.1,Rhipidia sejuga,Limoniidae,Diptera,0,TSA,0.0
771,GEMI00000000.1,Pedicia vetusta,Pediciidae,Diptera,1,TSA,1.0
772,GEMK00000000.1,Liogma simplicicornis,Cylindrotomidae,Diptera,1,TSA,1.0
773,GEYN00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
774,GFBA00000000.1,Tupiocoris notatus,Miridae,Hemiptera,0,TSA,0.0
775,GFBH00000000.1,Eogystia hippophaecolus,Cossidae,Lepidoptera,0,TSA,0.0
776,GFBD00000000.1,Camponotus fellah,Formicidae,Hymenoptera,0,TSA,0.0
777,GEZK00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
778,GDIM00000000.1,Stomoxys calcitrans,Muscidae,Diptera,1,TSA,1.0
779,GARP00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
780,GBDZ00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
781,GBGB00000000.1,Orius laevigatus,Anthocoridae,Hemiptera,0,TSA,0.0
782,GBBY00000000.1,Spodoptera litura,Noctuidae,Lepidoptera,0,TSA,0.0
783,GAIZ00000000.1,Gryllus firmus,Gryllidae,Orthoptera,0,TSA,0.0
784,GAWG00000000.1,Extatosoma tiaratum,Phasmatidae,Phasmatodea,0,TSA,0.0
785,GAWF00000000.1,Sipyloidea sipylus,Lonchodidae,Phasmatodea,0,TSA,0.0
786,GAWE00000000.1,Ramulus artemis,Phasmatidae,Phasmatodea,0,TSA,0.0
787,GAWD00000000.1,Medauroidea extradentata,Phasmatidae,Phasmatodea,0,TSA,0.0
788,GAWC00000000.1,Aretaon asperrimus,Heteropterygidae,Phasmatodea,3,TSA,1.0
789,GAHY00000000.1,Rhodnius prolixus,Reduviidae,Hemiptera,0,TSA,0.0
790,GFCT00000000.1,Mythimna separata,Noctuidae,Lepidoptera,0,TSA,0.0
791,GFCJ00000000.1,Loxostege sticticalis,Crambidae,Lepidoptera,0,TSA,0.0
792,IABQ00000000.1,Trypoxylus dichotomus tunobosonis,Scarabaeidae,Coleoptera,0,TSA,0.0
793,GEBL00000000.1,Heliothis virescens,Noctuidae,Lepidoptera,0,TSA,0.0
794,GEVJ00000000.1,Cochliomyia hominivorax,Calliphoridae,Diptera,0,TSA,0.0
795,GBZB00000000.1,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,0,TSA,0.0
796,GEOJ00000000.1,Lophocorona astiptica,Lophocoronidae,Lepidoptera,0,TSA,0.0
797,GEOG00000000.1,Heterobathmia pseuderiocrania,Heterobathmiidae,Lepidoptera,0,TSA,0.0
798,GENS00000000.1,Ptyssoptera sp. AB-2015,Palaephatidae,Lepidoptera,8,TSA,0.0
799,GENX00000000.1,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,0,TSA,0.0
800,GEOB00000000.1,Azaleodes micronipha,Palaephatidae,Lepidoptera,0,TSA,0.0
801,GEOE00000000.1,Enteucha acetosae,Nepticulidae,Lepidoptera,0,TSA,0.0
802,GENZ00000000.1,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,0,TSA,0.0
803,GENY00000000.1,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,0,TSA,0.0
804,GENO00000000.1,Tischeria quercitella,Tischeriidae,Lepidoptera,0,TSA,0.0
805,GENJ00000000.1,Phymatopus californicus,Hepialidae,Lepidoptera,0,TSA,0.0
806,GENI00000000.1,Palaephatus luteolus,Palaephatidae,Lepidoptera,11,TSA,1.0
807,GENR00000000.1,Eudarcia simulatricella,Meessiidae,Lepidoptera,0,TSA,0.0
808,GENH00000000.1,Dryadaula visaliella,Dryadaulidae,Lepidoptera,0,TSA,0.0
809,GEOA00000000.1,Andesiana lamellata,Andesianidae,Lepidoptera,0,TSA,0.0
810,GEOD00000000.1,Dryadaula visaliella,Dryadaulidae,Lepidoptera,0,TSA,0.0
811,GENP00000000.1,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,0,TSA,0.0
812,GENN00000000.1,Tineola bisselliella,Tineidae,Lepidoptera,0,TSA,0.0
813,GENM00000000.1,Thyridopteryx ephemeraeformis,Psychidae,Lepidoptera,0,TSA,0.0
814,GEOF00000000.1,Eudarcia simulatricella,Meessiidae,Lepidoptera,0,TSA,0.0
815,GEOC00000000.1,Dyseriocrania griseocapitella,Eriocraniidae,Lepidoptera,0,TSA,0.0
816,GENT00000000.1,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,0,TSA,0.0
817,GENU00000000.1,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,0,TSA,0.0
818,GEOS00000000.1,Neopseustis meyricki,Neopseustidae,Lepidoptera,0,TSA,0.0
819,GEOK00000000.1,Metaphatus ochraceus,Palaephatidae,Lepidoptera,0,TSA,0.0
820,GEVD00000000.1,Meccus pallidipennis,Reduviidae,Hemiptera,0,TSA,0.0
821,GEZY00000000.1,Sitophilus oryzae,Curculionidae,Coleoptera,1,TSA,1.0
822,GDQN00000000.1,Pectinophora gossypiella,Gelechiidae,Lepidoptera,0,TSA,0.0
823,GEZO00000000.1,Spodoptera litura,Noctuidae,Lepidoptera,0,TSA,0.0
824,GEYS00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,0,TSA,0.0
825,GEXM00000000.1,Oxysternon conspicillatum,Scarabaeidae,Coleoptera,0,TSA,0.0
826,GEWY00000000.1,Reticulitermes flavipes,Rhinotermitidae,Blattodea,0,TSA,0.0
827,GBRX00000000.1,Glossina palpalis gambiensis,Glossinidae,Diptera,1,TSA,1.0
828,GEBQ00000000.1,Graphocephala atropunctata,Cicadellidae,Hemiptera,0,TSA,0.0
829,GECU00000000.1,Homalodisca liturata,Cicadellidae,Hemiptera,0,TSA,0.0
830,GECZ00000000.1,Cuerna arida,Cicadellidae,Hemiptera,0,TSA,0.0
831,GEDC00000000.1,Clastoptera arizonana,Clastopteridae,Hemiptera,0,TSA,0.0
832,GELG00000000.1,Diachasmimorpha longicaudata,Braconidae,Hymenoptera,0,TSA,0.0
833,GEUD00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,1,TSA,0.0
834,GEUH00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,1,TSA,0.0
835,GEUE00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,1,TSA,0.0
836,GEUF00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,3,TSA,1.0
837,GETI00000000.1,Manduca sexta,Sphingidae,Lepidoptera,0,TSA,0.0
838,GDIO00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
839,GETQ00000000.1,Rhagoletis pomonella,Tephritidae,Diptera,0,TSA,0.0
840,GDVG00000000.1,Clitarchus hookeri,Phasmatidae,Phasmatodea,0,TSA,0.0
841,GEOW00000000.1,Photinus pyralis,Lampyridae,Coleoptera,0,TSA,0.0
842,GESP00000000.1,Spodoptera frugiperda,Noctuidae,Lepidoptera,0,TSA,0.0
843,GDKW00000000.1,Rhodnius neglectus,Reduviidae,Hemiptera,0,TSA,0.0
844,GCZW00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
845,GBFE00000000.1,Locusta migratoria,Acrididae,Orthoptera,0,TSA,0.0
846,GAPR00000000.1,Diadromus collaris,Ichneumonidae,Hymenoptera,0,TSA,0.0
847,GAQF00000000.1,Cotesia vestalis,Braconidae,Hymenoptera,0,TSA,0.0
848,GABB00000000.1,Archaeopsylla erinacei,Pulicidae,Siphonaptera,0,TSA,0.0
849,GELL00000000.1,Megalopta genalis,Halictidae,Hymenoptera,0,TSA,0.0
850,GEIF00000000.1,Periplaneta americana,Blattidae,Blattodea,0,TSA,0.0
851,GEDY00000000.1,Halyomorpha halys,Pentatomidae,Hemiptera,0,TSA,0.0
852,GEDM00000000.1,Neodiprion lecontei,Diprionidae,Hymenoptera,0,TSA,0.0
853,GDKB00000000.1,Cydia pomonella,Tortricidae,Lepidoptera,0,TSA,0.0
854,GDUN00000000.1,Aedes aegypti,Culicidae,Diptera,0,TSA,0.0
855,GDHC00000000.1,Lygus hesperus,Miridae,Hemiptera,0,TSA,0.0
856,GEDO00000000.1,Conogethes punctiferalis,Crambidae,Lepidoptera,0,TSA,0.0
857,GCET00000000.1,Coptotermes gestroi,Rhinotermitidae,Blattodea,0,TSA,0.0
858,GCJP00000000.1,Biston suppressaria,Geometridae,Lepidoptera,0,TSA,0.0
859,GEEA00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,1,TSA,1.0
860,GEEF00000000.1,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,1,TSA,0.0
861,GDAI00000000.1,Tabanus bromius,Tabanidae,Diptera,0,TSA,0.0
862,GAPW00000000.1,Aedes albopictus,Culicidae,Diptera,0,TSA,0.0
863,GCEQ00000000.1,Psyttalia lounsburyi,Braconidae,Hymenoptera,0,TSA,0.0
864,GCDX00000000.1,Psyttalia concolor,Braconidae,Hymenoptera,0,TSA,0.0
865,GCZT00000000.1,Aedes albopictus,Culicidae,Diptera,1,TSA,0.0
866,GEFG00000000.1,Cephus cinctus,Cephidae,Hymenoptera,0,TSA,0.0
867,GBZS00000000.1,Spodoptera litura,Noctuidae,Lepidoptera,0,TSA,0.0
868,GEFD00000000.1,Cephus cinctus,Cephidae,Hymenoptera,0,TSA,0.0
869,GEEY00000000.1,Cephus cinctus,Cephidae,Hymenoptera,0,TSA,0.0
870,GEES00000000.1,Neodiprion lecontei,Diprionidae,Hymenoptera,0,TSA,0.0
871,GAWS00000000.2,Periplaneta americana,Blattidae,Blattodea,0,TSA,0.0
872,GAXH00000000.2,Parides eurimedes,Papilionidae,Lepidoptera,0,TSA,0.0
873,GAUM00000000.2,Machilis hrabei,Machilidae,Archaeognatha,0,TSA,0.0
874,GAZD00000000.2,Lipara lucens,Chloropidae,Diptera,1,TSA,1.0
875,GATA00000000.2,Meloe violaceus,Meloidae,Coleoptera,0,TSA,0.0
876,GAST00000000.2,Polyommatus icarus,Lycaenidae,Lepidoptera,0,TSA,0.0
877,GASS00000000.2,Platycentropus radiatus,Limnephilidae,Trichoptera,1,TSA,1.0
878,GAUZ00000000.2,Stenobothrus lineatus,Acrididae,Orthoptera,0,TSA,0.0
