TSA,tsa_id_x,bioproject_x,biosample_x,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex,egg,larvae,pupae,juvenil,adult,tsa_id_y,tax_id,species,family_id,family_name,order_id,order_name,bioproject_y,biosample_y,sequence_read_archive,download_status
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009881,None,larval-5th - pre-wandering heads,None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009882,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009882,None,larval - 5th instar early (molt within 12h),None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009883,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009883,None,larval - 5th instar late (before wandering),None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009884,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009884,None,larval - 5th instar wandering,None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009885,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009885,None,larval - 3rd instar late (when head capsule slipped),None,None,0,0,None,4th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009886,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009886,None,larval - 4th instar early (molt within 12h),None,None,0,0,None,4th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009887,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009887,None,larval - 4th instar late (when head capsule slipped),None,None,0,0,None,4th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009888,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009888,None,larval - 5th instar early (1-3 h post molt),None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009889,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009889,None,larval - 5th instar early (24h post molt),None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009890,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009890,None,larval - 5th instar late (pre-wandering),None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009891,not collected,None,None,None,0,0,None,None,undetermined sex,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009891,None,larval - 5th instar wandering,None,None,0,0,None,5th instar larvae,None,0,1,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009849,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009850,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009851,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009852,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009871,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009872,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009885,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009886,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009887,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009888,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009889,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009890,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009891,None,None,midgut,midgut,0,0,midgut,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009868,None,None,malpighian tubules,malpighian tubules,0,0,malpighian tubules,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009869,None,None,malpighian tubules,malpighian tubules,0,0,malpighian tubules,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009870,None,None,malpighian tubules,malpighian tubules,0,0,malpighian tubules,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009847,None,None,ovaries,ovaries,0,1,ovaries,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009848,None,None,ovaries,ovaries,0,1,ovaries,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009844,None,None,testes,testes,0,0,testes,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009845,None,None,testes,testes,0,0,testes,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009846,None,None,testes,testes,0,0,testes,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009840,None,None,muscle (abdominal),muscle (abdominal),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009841,None,None,muscle (abdominal),muscle (abdominal),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009842,None,None,muscle (abdominal),muscle (abdominal),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009843,None,None,muscle (abdominal),muscle (abdominal),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009853,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009854,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009855,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009856,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009857,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009858,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009859,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009878,None,None,fatbody,fatbody,0,1,fat body,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009860,None,None,brain/head,brain/head,1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009861,None,None,brain/head,brain/head,1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009862,None,None,brain/head,brain/head,1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009863,None,None,brain/head,brain/head,1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009864,None,None,brain (heads with antennae),brain (heads with antennae),1,0,head & antennae,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009865,None,None,brain (heads with antennae),brain (heads with antennae),1,0,head & antennae,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009866,None,None,brain (heads with antennae),brain (heads with antennae),1,0,head & antennae,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009867,None,None,brain (heads with antennae),brain (heads with antennae),1,0,head & antennae,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009873,None,None,egg / embryo,egg / embryo,0,1,egg,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009874,None,None,egg / embryo,egg / embryo,0,1,egg,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009875,None,None,whole larva,whole larva,0,0,whole organism,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009876,None,None,whole larva,whole larva,0,0,whole organism,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009877,None,None,whole larva,whole larva,0,0,whole organism,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009879,None,None,brain (heads),brain (heads),1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009880,None,None,brain (heads),brain (heads),1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009881,None,None,brain (heads),brain (heads),1,0,brain,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009882,None,None,muscle (from abdomen),muscle (from abdomen),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009883,None,None,muscle (from abdomen),muscle (from abdomen),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GEUF00000000.1,GEUF,PRJNA309272,SAMN03009884,None,None,muscle (from abdomen),muscle (from abdomen),0,0,muscle,None,None,0,0,0,0,0,GEUF00000000.1,64391,Callosobruchus maculatus,27439.0,Chrysomelidae,7041,Coleoptera,PRJNA309272,SAMN04435273,SRR3113351,True
GETI00000000.1,GETI,PRJNA81039,SAMN03704890,None,adult,None,None,0,0,None,adult,None,0,0,0,0,1,GETI00000000.1,7130,Manduca sexta,7128.0,Sphingidae,7088,Lepidoptera,PRJNA81039,"SAMN03009840,SAMN03009841,SAMN03009842,SAMN03009843,SAMN03009844,SAMN03009845,SAMN03009846,SAMN03009847,SAMN03009848,SAMN03009849,SAMN03009850,SAMN03009851,SAMN03009852,SAMN03009853,SAMN03009854,SAMN03009855,SAMN03009856,SAMN03009857,SAMN03009858,SAMN03009859,SAMN03009860,SAMN03009861,SAMN03009862,SAMN03009863,SAMN03009864,SAMN03009865,SAMN03009866,SAMN03009867,SAMN03009868,SAMN03009869,SAMN03009870,SAMN03009871,SAMN03009872,SAMN03009873,SAMN03009874,SAMN03009875,SAMN03009876,SAMN03009877,SAMN03009878,SAMN03009879,SAMN03009880,SAMN03009881,SAMN03009882,SAMN03009883,SAMN03009884,SAMN03009885,SAMN03009886,SAMN03009887,SAMN03009888,SAMN03009889,SAMN03009890,SAMN03009891","SRR1576990,SRR1576991,SRR1576992,SRR1576993,SRR1576994,SRR1576995,SRR1576996,SRR1576997,SRR1576998,SRR1576999,SRR1577000,SRR1577001,SRR1577002,SRR1577003,SRR1577004,SRR1577005,SRR1577006,SRR1577007,SRR1577008,SRR1577009,SRR1577010,SRR1577011,SRR1577012,SRR1577013,SRR1577014,SRR1577015,SRR1577016,SRR1577017,SRR1577018,SRR1577019,SRR1577020,SRR1577021,SRR1577022,SRR2659994,SRR2659995,SRR2659996,SRR2659997,SRR2659998,SRR2659999,SRR2660000,SRR2660001,SRR2660002,SRR2660003,SRR2660004,SRR2660005,SRR2660006,SRR2660019,SRR2660031,SRR2660033,SRR2660034,SRR2660035,SRR2660045",True
GETI00000000.1,GETI,PRJNA81039,SAMN03704890,male,None,None,None,0,0,None,None,male,0,0,0,0,0,GETI00000000.1,7130,Manduca sexta,7128.0,Sphingidae,7088,Lepidoptera,PRJNA81039,"SAMN03009840,SAMN03009841,SAMN03009842,SAMN03009843,SAMN03009844,SAMN03009845,SAMN03009846,SAMN03009847,SAMN03009848,SAMN03009849,SAMN03009850,SAMN03009851,SAMN03009852,SAMN03009853,SAMN03009854,SAMN03009855,SAMN03009856,SAMN03009857,SAMN03009858,SAMN03009859,SAMN03009860,SAMN03009861,SAMN03009862,SAMN03009863,SAMN03009864,SAMN03009865,SAMN03009866,SAMN03009867,SAMN03009868,SAMN03009869,SAMN03009870,SAMN03009871,SAMN03009872,SAMN03009873,SAMN03009874,SAMN03009875,SAMN03009876,SAMN03009877,SAMN03009878,SAMN03009879,SAMN03009880,SAMN03009881,SAMN03009882,SAMN03009883,SAMN03009884,SAMN03009885,SAMN03009886,SAMN03009887,SAMN03009888,SAMN03009889,SAMN03009890,SAMN03009891","SRR1576990,SRR1576991,SRR1576992,SRR1576993,SRR1576994,SRR1576995,SRR1576996,SRR1576997,SRR1576998,SRR1576999,SRR1577000,SRR1577001,SRR1577002,SRR1577003,SRR1577004,SRR1577005,SRR1577006,SRR1577007,SRR1577008,SRR1577009,SRR1577010,SRR1577011,SRR1577012,SRR1577013,SRR1577014,SRR1577015,SRR1577016,SRR1577017,SRR1577018,SRR1577019,SRR1577020,SRR1577021,SRR1577022,SRR2659994,SRR2659995,SRR2659996,SRR2659997,SRR2659998,SRR2659999,SRR2660000,SRR2660001,SRR2660002,SRR2660003,SRR2660004,SRR2660005,SRR2660006,SRR2660019,SRR2660031,SRR2660033,SRR2660034,SRR2660035,SRR2660045",True
GETI00000000.1,GETI,PRJNA81039,SAMN03704948,None,adult,None,None,0,0,None,adult,None,0,0,0,0,1,GETI00000000.1,7130,Manduca sexta,7128.0,Sphingidae,7088,Lepidoptera,PRJNA81039,"SAMN03009840,SAMN03009841,SAMN03009842,SAMN03009843,SAMN03009844,SAMN03009845,SAMN03009846,SAMN03009847,SAMN03009848,SAMN03009849,SAMN03009850,SAMN03009851,SAMN03009852,SAMN03009853,SAMN03009854,SAMN03009855,SAMN03009856,SAMN03009857,SAMN03009858,SAMN03009859,SAMN03009860,SAMN03009861,SAMN03009862,SAMN03009863,SAMN03009864,SAMN03009865,SAMN03009866,SAMN03009867,SAMN03009868,SAMN03009869,SAMN03009870,SAMN03009871,SAMN03009872,SAMN03009873,SAMN03009874,SAMN03009875,SAMN03009876,SAMN03009877,SAMN03009878,SAMN03009879,SAMN03009880,SAMN03009881,SAMN03009882,SAMN03009883,SAMN03009884,SAMN03009885,SAMN03009886,SAMN03009887,SAMN03009888,SAMN03009889,SAMN03009890,SAMN03009891","SRR1576990,SRR1576991,SRR1576992,SRR1576993,SRR1576994,SRR1576995,SRR1576996,SRR1576997,SRR1576998,SRR1576999,SRR1577000,SRR1577001,SRR1577002,SRR1577003,SRR1577004,SRR1577005,SRR1577006,SRR1577007,SRR1577008,SRR1577009,SRR1577010,SRR1577011,SRR1577012,SRR1577013,SRR1577014,SRR1577015,SRR1577016,SRR1577017,SRR1577018,SRR1577019,SRR1577020,SRR1577021,SRR1577022,SRR2659994,SRR2659995,SRR2659996,SRR2659997,SRR2659998,SRR2659999,SRR2660000,SRR2660001,SRR2660002,SRR2660003,SRR2660004,SRR2660005,SRR2660006,SRR2660019,SRR2660031,SRR2660033,SRR2660034,SRR2660035,SRR2660045",True
