tsa_id,tax_id,species,family_id,family_name,order_id,order_name,bioproject,biosample,TSA
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382883,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382884,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382885,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382886,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382887,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382888,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382889,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382890,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382891,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382892,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382893,GEZM
GEZM00000000.1,7054,Photinus pyralis,7049.0,Lampyridae,7041,Coleoptera,PRJNA328865,SAMN05382894,GEZM
GFOA00000000.1,1158211,Bactrocera bryoniae,7211.0,Tephritidae,7147,Diptera,PRJNA385731,SAMN06909135,GFOA
GFNZ00000000.1,98807,Bactrocera musae,7211.0,Tephritidae,7147,Diptera,PRJNA385731,SAMN06909147,GFNZ
GFNX00000000.1,69615,Bactrocera frauenfeldi,7211.0,Tephritidae,7147,Diptera,PRJNA385731,SAMN06909149,GFNX
GFNT00000000.1,1051279,Bactrocera kraussi,7211.0,Tephritidae,7147,Diptera,PRJNA385731,SAMN06909150,GFNT
GFNY00000000.1,87116,Bactrocera jarvisi,7211.0,Tephritidae,7147,Diptera,PRJNA385731,SAMN06909148,GFNY
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447928,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447934,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447940,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447946,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447948,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447954,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447960,GFNO
GFNO00000000.1,67767,Lasius niger,36668.0,Formicidae,7399,Hymenoptera,PRJNA386243,SAMN04447964,GFNO
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948813,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948814,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948815,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948816,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948817,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948818,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948819,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948820,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948821,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948822,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948825,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948826,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948827,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948828,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948829,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948830,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948831,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948832,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948833,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948834,GFNI
GFNI00000000.1,1667272,Cricotopus draysoni,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948837,GFNI
GFNF00000000.1,1667277,Cricotopus parbicinctus,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948824,GFNF
GFNF00000000.1,1667277,Cricotopus parbicinctus,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948836,GFNF
GFNG00000000.1,1404319,Cricotopus albitarsis,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948823,GFNG
GFNG00000000.1,1404319,Cricotopus albitarsis,7149.0,Chironomidae,7147,Diptera,PRJNA350713,SAMN05948835,GFNG
GFMJ00000000.1,72491,Triatoma dimidiata,27479.0,Reduviidae,7524,Hemiptera,PRJNA304741,SAMN04317639,GFMJ
GFMK00000000.1,30077,Meccus pallidipennis,27479.0,Reduviidae,7524,Hemiptera,PRJNA304741,SAMN04317640,GFMK
GFMC00000000.1,30076,Triatoma infestans,27479.0,Reduviidae,7524,Hemiptera,PRJNA304741,SAMN04317638,GFMC
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628822,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628823,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628824,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628825,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628826,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628827,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628828,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628829,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628830,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628831,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628832,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628833,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628834,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628835,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628836,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628837,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628838,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628839,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628840,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628841,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628842,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628843,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628844,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628845,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628846,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628847,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628848,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628849,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628850,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628851,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628852,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628853,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628854,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628855,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628856,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628857,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628858,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628859,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628860,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628861,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628862,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628863,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628864,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628865,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628866,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628867,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628868,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628869,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628870,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628871,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628872,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628873,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628874,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628875,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628876,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628877,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628878,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628879,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628880,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628881,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628882,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628883,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628884,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628885,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628886,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628887,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628888,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628889,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628890,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628891,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628892,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628893,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628894,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628895,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628896,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628897,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628898,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628899,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628900,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628901,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628902,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628903,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628904,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628905,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628906,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628907,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628908,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628909,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628910,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628911,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628912,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628913,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628914,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628915,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628916,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628917,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628918,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628919,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628920,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628921,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628922,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628923,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628924,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628925,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628926,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628927,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628928,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628929,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628930,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628931,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628932,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628933,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628934,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628935,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628936,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628937,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628938,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628939,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628940,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628941,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628942,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628943,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628944,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628945,GFNA
GFNA00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA236239,SAMN02628946,GFNA
GELV00000000.1,1826297,Micropterna lateralis,50645.0,Limnephilidae,30263,Trichoptera,PRJNA317524,SAMN04620693,GELV
GFME00000000.1,1735703,Megaphragma amalphitanum,7489.0,Trichogrammatidae,7399,Hymenoptera,PRJNA344956,SAMN05853688,GFME
GEHC00000000.1,7160,Aedes albopictus,7157.0,Culicidae,7147,Diptera,PRJNA314492,SAMN04535804,GEHC
GEHC00000000.1,7160,Aedes albopictus,7157.0,Culicidae,7147,Diptera,PRJNA314492,SAMN04535805,GEHC
GEHC00000000.1,7160,Aedes albopictus,7157.0,Culicidae,7147,Diptera,PRJNA314492,SAMN04535806,GEHC
GEHC00000000.1,7160,Aedes albopictus,7157.0,Culicidae,7147,Diptera,PRJNA314492,SAMN04535807,GEHC
GFCP00000000.1,860918,Ampulex compressa,330841.0,Ampulicidae,7399,Hymenoptera,PRJNA356979,SAMN06130557,GFCP
GFCQ00000000.1,6978,Periplaneta americana,6974.0,Blattidae,85823,Blattodea,PRJNA356979,SAMN06130820,GFCQ
GCPB00000000.1,84505,Megastigmus spermotrophus,64155.0,Megastigmidae,7399,Hymenoptera,PRJNA274192,SAMN03349349,GCPB
GCPB00000000.1,84505,Megastigmus spermotrophus,64155.0,Megastigmidae,7399,Hymenoptera,PRJNA274192,SAMN03349350,GCPB
GCPB00000000.1,84505,Megastigmus spermotrophus,64155.0,Megastigmidae,7399,Hymenoptera,PRJNA274192,SAMN03349351,GCPB
GCPB00000000.1,84505,Megastigmus spermotrophus,64155.0,Megastigmidae,7399,Hymenoptera,PRJNA274192,SAMN03349352,GCPB
GENK00000000.1,271217,Mythimna separata,7100.0,Noctuidae,7088,Lepidoptera,PRJNA320807,SAMN04965117,GENK
GEGV00000000.1,51655,Plutella xylostella,51653.0,Plutellidae,7088,Lepidoptera,PRJNA313471,SAMN04523666,GEGV
GERG00000000.1,1737349,Ptyssoptera sp. AB-2015,98973.0,Palaephatidae,7088,Lepidoptera,PRJNA298054,SAMN04155520,GERG
GDJO00000000.1,32391,Cotesia glomerata,7402.0,Braconidae,7399,Hymenoptera,PRJNA289655,SAMN03856543,GDJO
GBOS00000000.1,161191,Dendrocerus carpenteri,44361.0,Megaspilidae,7399,Hymenoptera,PRJNA252710,SAMN02870277,GBOS
GBXA00000000.1,212606,Parnopes grandior,27511.0,Chrysididae,7399,Hymenoptera,PRJNA252317,SAMN02870367,GBXA
GBWZ00000000.1,1308328,Pergagrapta polita,32409.0,Pergidae,7399,Hymenoptera,PRJNA252274,SAMN02870372,GBWZ
GBWS00000000.1,1507102,Aulacus burquei,315838.0,Aulacidae,7399,Hymenoptera,PRJNA252132,SAMN02870218,GBWS
GBWR00000000.1,743375,Polistes dominula,7438.0,Vespidae,7399,Hymenoptera,PRJNA252304,SAMN02870382,GBWR
GBWQ00000000.1,1507351,Monosapyga clavicornis,237714.0,Sapygidae,7399,Hymenoptera,PRJNA252301,SAMN02870344,GBWQ
GBWV00000000.1,549116,Stelis punctulatissima,124286.0,Megachilidae,7399,Hymenoptera,PRJNA252295,SAMN02870408,GBWV
GBWP00000000.1,1507150,Pseudapis diversipes,77572.0,Halictidae,7399,Hymenoptera,PRJNA252293,SAMN02870349,GBWP
GBWN00000000.1,330862,Tiphia femorata,92421.0,Tiphiidae,7399,Hymenoptera,PRJNA252281,SAMN02870429,GBWN
GBWM00000000.1,759920,Diaeretus essigellae,7402.0,Braconidae,7399,Hymenoptera,PRJNA252278,SAMN02870278,GBWM
GBWU00000000.1,244401,Pediaspis aceris,73401.0,Cynipidae,7399,Hymenoptera,PRJNA252312,SAMN02870369,GBWU
GBWJ00000000.1,871386,Xiphydria camelus,36760.0,Xiphydriidae,7399,Hymenoptera,PRJNA252309,SAMN02870440,GBWJ
GBWF00000000.1,178073,Systropha curvicornis,77572.0,Halictidae,7399,Hymenoptera,PRJNA252259,SAMN02870418,GBWF
GBWE00000000.1,509842,Pompilus cinereus,27515.0,Pompilidae,7399,Hymenoptera,PRJNA252245,SAMN02870383,GBWE
GBVU00000000.1,44352,Pelecinus polyturator,44342.0,Pelecinidae,7399,Hymenoptera,PRJNA252202,SAMN02870370,GBVU
GBVT00000000.1,1507352,Netelia testacea,7408.0,Ichneumonidae,7399,Hymenoptera,PRJNA252199,SAMN02870346,GBVT
GBWC00000000.1,1217928,Ichneumon albiger,7408.0,Ichneumonidae,7399,Hymenoptera,PRJNA252186,SAMN02870319,GBWC
GBWA00000000.1,331713,Synergus umbraculus,73401.0,Cynipidae,7399,Hymenoptera,PRJNA252181,SAMN02870416,GBWA
GBVP00000000.1,1506901,Nomioides sp. AD-2014,77572.0,Halictidae,7399,Hymenoptera,PRJNA252170,SAMN02870350,GBVP
GBVO00000000.1,1507101,Ampulex fasciata,330841.0,Ampulicidae,7399,Hymenoptera,PRJNA252168,SAMN02870207,GBVO
GBVM00000000.1,1507140,Ibalia leucospoides ensiger,32406.0,Ibaliidae,7399,Hymenoptera,PRJNA252355,SAMN02870318,GBVM
GBVL00000000.1,1507157,Passaloecus eremita,253718.0,Crabronidae,7399,Hymenoptera,PRJNA252213,SAMN02870368,GBVL
GBVK00000000.1,465489,Melitta haemorrhoidalis,156323.0,Melittidae,7399,Hymenoptera,PRJNA252208,SAMN02870337,GBVK
GBVJ00000000.1,599570,Eucera nigriceps,7458.0,Apidae,7399,Hymenoptera,PRJNA252116,SAMN02870425,GBVJ
