,id,species,family_name,order_name,hits,filtered_hits,oskar,prefix_s,project_s,bioproject_s,biosample_ss,contigs_total_length_l,contigs_count_l
346,GGHR00000000.1,Polietes lardarius,Muscidae,Diptera,0,0.0,not found,GGHR01,TSA,PRJNA433892,SAMN08465145,21324949,20507
347,GGHQ00000000.1,Phaonia angelicae,Muscidae,Diptera,0,0.0,not found,GGHQ01,TSA,PRJNA433892,SAMN08465144,25678114,23230
348,GGHP00000000.1,Mystacinobia zelandica,Mystacinobiidae,Diptera,1,1.0,found,GGHP01,TSA,PRJNA433892,SAMN08465143,23440110,18620
349,GGHG00000000.1,Mydaea urbana,Muscidae,Diptera,0,0.0,not found,GGHG01,TSA,PRJNA433892,SAMN08465142,27009265,33340
350,GGHF00000000.1,Muscina stabulans,Muscidae,Diptera,0,0.0,not found,GGHF01,TSA,PRJNA433892,SAMN08465141,13082966,18108
351,GGHO00000000.1,Mintho rufiventris,Tachinidae,Diptera,0,0.0,not found,GGHO01,TSA,PRJNA433892,SAMN08465140,25054976,25143
352,GGHD00000000.1,Eurychaeta muscaria,Calliphoridae,Diptera,0,0.0,not found,GGHD01,TSA,PRJNA433892,SAMN08465136,18197463,17962
353,GGGY00000000.1,Bixinia sp. RSM007,Rhinophoridae,Diptera,0,0.0,not found,GGGY01,TSA,PRJNA433892,SAMN08465134,10925347,15593
354,GGGW00000000.1,Amenia sp. RSM006,Calliphoridae,Diptera,0,0.0,not found,GGGW01,TSA,PRJNA433892,SAMN08465133,15279645,19303
355,GGJZ00000000.1,Colias eurytheme,Pieridae,Lepidoptera,0,0.0,not found,GGJZ01,TSA,PRJNA437326,SAMN08649130,61497613,84760
356,GGKC00000000.1,Heliconius cydno,Nymphalidae,Lepidoptera,0,0.0,not found,GGKC01,TSA,PRJNA437326,SAMN08649132,75609763,94615
357,GGJY00000000.1,Pieris rapae,Pieridae,Lepidoptera,0,0.0,not found,GGJY01,TSA,PRJNA437326,SAMN08649129,63163429,67319
358,GGKB00000000.1,Papilio polytes,Papilionidae,Lepidoptera,0,0.0,not found,GGKB01,TSA,PRJNA437326,SAMN08649131,63771161,75349
359,GGFB00000000.1,Laupala cerasina,Gryllidae,Orthoptera,1,1.0,found,GGFB01,TSA,PRJNA429662,"SAMN08357529,SAMN08357530",53546731,60062
360,IADJ00000000.1,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,0,0.0,not found,IADJ01,TSA,PRJDB6456,"SAMD00097921,SAMD00097922,SAMD00097923,SAMD00097924,SAMD00097925,SAMD00097926,SAMD00097927,SAMD00097928,SAMD00097929,SAMD00097930,SAMD00097931,SAMD00097932",171731515,127986
361,GGSD00000000.1,Gryllus veletis,Gryllidae,Orthoptera,0,0.0,not found,GGSD01,TSA,PRJNA479659,"SAMN09598188,SAMN09598189,SAMN09598190,SAMN09598191,SAMN09598192,SAMN09598193,SAMN09598194,SAMN09598195,SAMN09598196,SAMN09598197,SAMN09598198,SAMN09598199,SAMN09598200,SAMN09598201,SAMN09598202,SAMN09598203",108582884,136332
362,GGLM00000000.1,Haematobia irritans,Muscidae,Diptera,0,0.0,not found,GGLM01,TSA,PRJNA429442,"SAMN08355023,SAMN08355024,SAMN08355025,SAMN08355026",34836460,37610
363,GFNP00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,0.0,not found,GFNP01,TSA,PRJNA385251,"SAMN06920555,SAMN06920556,SAMN06920557,SAMN06920558,SAMN06920559,SAMN06920560,SAMN06920561,SAMN06920562,SAMN06920563,SAMN06920564,SAMN06920565,SAMN06920566",52410547,80609
364,GFPX00000000.1,Timema poppensis,Timematidae,Phasmatodea,0,0.0,not found,GFPX01,TSA,PRJNA380865,"SAMN07268516,SAMN07268517,SAMN07268518,SAMN07268519,SAMN07268520,SAMN07268521,SAMN07268522,SAMN07268523,SAMN07268524",37611036,32089
365,GFPZ00000000.1,Timema tahoe,Timematidae,Phasmatodea,0,0.0,not found,GFPZ01,TSA,PRJNA380865,"SAMN07268528,SAMN07268529,SAMN07268530",45981874,42312
366,GFPY00000000.1,Timema shepardi,Timematidae,Phasmatodea,0,0.0,not found,GFPY01,TSA,PRJNA380865,"SAMN07268525,SAMN07268526,SAMN07268527",41760574,41571
367,GFPV00000000.1,Timema monikensis,Timematidae,Phasmatodea,0,0.0,not found,GFPV01,TSA,PRJNA380865,"SAMN07268504,SAMN07268505,SAMN07268506",44236180,43262
368,GFPR00000000.1,Timema genevievae,Timematidae,Phasmatodea,0,0.0,not found,GFPR01,TSA,PRJNA380865,"SAMN07268501,SAMN07268502,SAMN07268503",45345125,44681
369,GFPW00000000.1,Timema podura,Timematidae,Phasmatodea,0,0.0,not found,GFPW01,TSA,PRJNA380865,"SAMN07268507,SAMN07268508,SAMN07268509,SAMN07268510,SAMN07268511,SAMN07268512,SAMN07268513,SAMN07268514,SAMN07268515",41709371,45546
370,GFPU00000000.1,Timema douglasi,Timematidae,Phasmatodea,0,0.0,not found,GFPU01,TSA,PRJNA380865,"SAMN07268498,SAMN07268499,SAMN07268500",38761193,37561
371,GFPT00000000.1,Timema cristinae,Timematidae,Phasmatodea,0,0.0,not found,GFPT01,TSA,PRJNA380865,"SAMN07268480,SAMN07268481,SAMN07268482,SAMN07268483,SAMN07268484,SAMN07268485,SAMN07268486,SAMN07268487,SAMN07268488",39560257,34052
372,GFPS00000000.1,Timema californicum,Timematidae,Phasmatodea,0,0.0,not found,GFPS01,TSA,PRJNA380865,"SAMN07268489,SAMN07268490,SAMN07268491,SAMN07268492,SAMN07268493,SAMN07268494,SAMN07268495,SAMN07268496,SAMN07268497",37567978,32303
373,GFPP00000000.1,Timema bartmani,Timematidae,Phasmatodea,0,0.0,not found,GFPP01,TSA,PRJNA380865,"SAMN07268471,SAMN07268472,SAMN07268473,SAMN07268474,SAMN07268475,SAMN07268476,SAMN07268477,SAMN07268478,SAMN07268479",39271711,31692
374,GGPH00000000.1,Diceroprocta semicincta,Cicadidae,Hemiptera,0,0.0,not found,GGPH01,TSA,PRJNA355175,"SAMN06067838,SAMN06067839,SAMN06067840,SAMN06067841,SAMN06067842,SAMN06067843",152119479,223024
375,GGOB00000000.1,Chrysomela lapponica,Chrysomelidae,Coleoptera,0,0.0,not found,GGOB01,TSA,PRJNA418071,"SAMN08784527,SAMN08784528,SAMN08784529,SAMN08784530,SAMN08784531,SAMN08784532,SAMN08784533,SAMN08784534,SAMN08784535,SAMN08784536,SAMN08784537,SAMN08784538,SAMN08784539,SAMN08784540,SAMN08784541,SAMN08784542,SAMN08784543,SAMN08784544",108426,134
376,GBJC00000000.1,Periplaneta americana,Blattidae,Blattodea,0,0.0,not found,GBJC01,TSA,PRJNA251501,SAMN02834829,94194175,122468
377,GGNV00000000.1,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,2,1.0,found,GGNV01,TSA,PRJNA464380,"SAMN09083334,SAMN09083335,SAMN09083336,SAMN09083337,SAMN09083338,SAMN09083339,SAMN09083340,SAMN09083341,SAMN09083342,SAMN09083343,SAMN09083344,SAMN09083345,SAMN09083346,SAMN09083347,SAMN09083348,SAMN09083349",276429321,417821
378,GFZR00000000.1,Eutolmus rufibarbis,Asilidae,Diptera,0,0.0,not found,GFZR01,TSA,PRJNA361480,SAMN06234162,31618627,30524
379,GFZQ00000000.1,Machimus arthriticus,Asilidae,Diptera,0,0.0,not found,GFZQ01,TSA,PRJNA361480,SAMN06234160,26859146,31299
380,GFRV00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,0.0,not found,GFRV01,TSA,PRJNA393236,SAMN07326319,41617607,36695
381,GCCL00000000.1,Ecdyonurus insignis,Heptageniidae,Ephemeroptera,0,0.0,not found,GCCL01,TSA,PRJNA266156,SAMN03223001,33336334,41642
382,GCDM00000000.1,Mortonagrion selenion,Coenagrionidae,Odonata,0,0.0,not found,GCDM01,TSA,PRJNA266185,SAMN03223030,33083489,34816
383,GGMU00000000.1,Serangium japonicum,Coccinellidae,Coleoptera,2,2.0,found,GGMU01,TSA,PRJNA430037,"SAMN06347100,SAMN08365343,SAMN08365344",84172057,158081
384,GGMS00000000.1,Sipha flava,Aphididae,Hemiptera,0,0.0,not found,GGMS01,TSA,PRJNA450380,"SAMN08936755,SAMN08936756,SAMN08936757,SAMN08936758,SAMN08936759,SAMN08936760,SAMN08936761,SAMN08936762,SAMN08936763,SAMN08936764,SAMN08936765,SAMN08936766,SAMN08936767,SAMN08936768,SAMN08936769,SAMN08936770,SAMN08936771,SAMN08936772,SAMN08936773,SAMN08936774,SAMN08936775,SAMN08936776,SAMN08936777,SAMN08936778,SAMN08936779,SAMN08936780,SAMN08936781,SAMN08936782,SAMN08936783,SAMN08936784,SAMN08936785,SAMN08936786,SAMN08936787,SAMN08936788,SAMN08936789,SAMN08936790",36250419,18023
385,GGMW00000000.1,Adoxophyes orana,Tortricidae,Lepidoptera,0,0.0,not found,GGMW01,TSA,PRJNA453816,SAMN08990898,40545352,44843
386,GGGI00000000.1,Leptopilina boulardi,Figitidae,Hymenoptera,2,2.0,found,GGGI01,TSA,PRJNA429130,"SAMN08330090,SAMN08330091,SAMN08330092,SAMN08330093,SAMN08330094,SAMN08330095,SAMN08330096,SAMN08330097,SAMN08330098,SAMN08330099,SAMN08330100,SAMN08330101,SAMN08330102,SAMN08330103,SAMN08330104,SAMN08330105,SAMN08330106,SAMN08330107,SAMN08330108,SAMN08330109,SAMN08330110,SAMN08330111,SAMN08330112,SAMN08330113,SAMN08330114,SAMN08330115,SAMN08330116,SAMN08330117,SAMN08330118,SAMN08330119,SAMN08330120,SAMN08330121",38660733,16486
387,GGMR00000000.1,Schizaphis graminum,Aphididae,Hemiptera,0,0.0,not found,GGMR01,TSA,PRJNA450085,"SAMN08929943,SAMN08929944,SAMN08929945,SAMN08929946,SAMN08929947,SAMN08929948,SAMN08929949,SAMN08929950,SAMN08929951,SAMN08929952,SAMN08929953,SAMN08929954,SAMN08929955,SAMN08929956,SAMN08929957,SAMN08929958,SAMN08929959,SAMN08929960,SAMN08929961,SAMN08929962,SAMN08929963,SAMN08929964,SAMN08929965,SAMN08929966,SAMN08929967,SAMN08929968,SAMN08929969,SAMN08929970,SAMN08929971,SAMN08929972,SAMN08929973,SAMN08929974,SAMN08929975,SAMN08929976,SAMN08929977,SAMN08929978",37285651,20538
388,GGKM00000000.1,Trichogramma chilonis,Trichogrammatidae,Hymenoptera,1,0.0,not found,GGKM01,TSA,PRJNA434796,SAMN08575308,48547852,31729
389,GGMY00000000.1,Carposina sasakii,Carposinidae,Lepidoptera,0,0.0,not found,GGMY01,TSA,PRJNA451081,SAMN08957719,70392364,97901
390,GFAX00000000.1,Carausius morosus,Lonchodidae,Phasmatodea,0,0.0,not found,GFAX01,TSA,PRJNA348314,SAMN05905916,142585636,194904
391,GFXC00000000.1,Anoplophora chinensis,Cerambycidae,Coleoptera,0,0.0,not found,GFXC01,TSA,PRJNA400573,"SAMN07562576,SAMN07562577",39378185,57423
392,GGGP00000000.1,Bombus pyrosoma,Apidae,Hymenoptera,0,0.0,not found,GGGP01,TSA,PRJNA422009,SAMN08162577,55024551,78133
393,GGLW00000000.1,Arctia plantaginis,Erebidae,Lepidoptera,0,0.0,not found,GGLW01,TSA,PRJNA449279,SAMN08892998,98605007,199140
394,GFMG00000000.1,Gryllus bimaculatus,Gryllidae,Orthoptera,0,0.0,not found,GFMG01,TSA,PRJNA376023,"SAMN06619162,SAMN06619163,SAMN06619164,SAMN06619165,SAMN06619166,SAMN06619167,SAMN06619168,SAMN06619169,SAMN06619170,SAMN06619171,SAMN06619172,SAMN06619173,SAMN06619174,SAMN06619175,SAMN06619176,SAMN06619177,SAMN06619178,SAMN06619179,SAMN06619180",458262703,509779
395,GGLV00000000.1,Panchlora nivea,Blaberidae,Blattodea,1,1.0,found,GGLV01,TSA,PRJNA445562,SAMN08793646,69163540,62217
396,GGKZ00000000.1,Chrysoperla zastrowi sillemi,Chrysopidae,Neuroptera,1,1.0,found,GGKZ01,TSA,PRJNA438427,SAMN08715669,31098157,35016
397,GDVN00000000.1,Acheta domesticus,Gryllidae,Orthoptera,1,1.0,found,GDVN01,TSA,PRJNA286330,SAMN04005113,41497113,50046
398,GCND00000000.1,Syritta pipiens,Syrphidae,Diptera,0,0.0,not found,GCND01,TSA,PRJNA268001,SAMN03223164,17046115,23553
399,GCMV00000000.1,Merodon equestris,Syrphidae,Diptera,0,0.0,not found,GCMV01,TSA,PRJNA267963,SAMN03223125,30422312,24075
400,GCNH00000000.1,Zacompsia fulva,Ulidiidae,Diptera,0,0.0,not found,GCNH01,TSA,PRJNA268007,SAMN03223170,25141355,27029
401,GCMU00000000.1,Megaselia abdita,Phoridae,Diptera,1,1.0,found,GCMU01,TSA,PRJNA267960,SAMN03223122,18123224,33518
402,GCNI00000000.1,Meroplius fasciculatus,Sepsidae,Diptera,0,0.0,not found,GCNI01,TSA,PRJNA267964,SAMN03223126,31624136,32144
403,GCMR00000000.1,Lonchoptera bifurcata,Lonchopteridae,Diptera,1,1.0,found,GCMR01,TSA,PRJNA267957,SAMN03223119,16617294,30061
404,GCME00000000.1,Leucozona lucorum,Syrphidae,Diptera,1,1.0,found,GCME01,TSA,PRJNA267954,SAMN03223116,22719511,23259
405,GCMW00000000.1,Pipiza noctiluca,Syrphidae,Diptera,1,1.0,found,GCMW01,TSA,PRJNA267984,SAMN03223147,25356664,28585
406,GCGU00000000.1,Platypeza anthrax,Platypezidae,Diptera,1,1.0,found,GCGU01,TSA,PRJNA267985,SAMN03223148,17824408,11959
407,GCHQ00000000.1,Ferdinandea cuprea,Syrphidae,Diptera,1,1.0,found,GCHQ01,TSA,PRJNA267945,SAMN03223107,15595385,16253
408,GCGL00000000.1,Eristalis pertinax,Syrphidae,Diptera,0,0.0,not found,GCGL01,TSA,PRJNA267941,SAMN03223103,29345114,25484
409,GCGE00000000.1,Nephrocerus atrapilus,Pipunculidae,Diptera,1,1.0,found,GCGE01,TSA,PRJNA267971,SAMN03223133,23773606,25064
410,GCGT00000000.1,Melanostoma scalare,Syrphidae,Diptera,1,1.0,found,GCGT01,TSA,PRJNA267962,SAMN03223124,18390919,21138
411,GCGO00000000.1,Heteropsilopus ingenuus,Dolichopodidae,Diptera,1,1.0,found,GCGO01,TSA,PRJNA267950,SAMN03223112,28910029,41994
412,GCFT00000000.1,Lenophila dentipes,Platystomatidae,Diptera,0,0.0,not found,GCFT01,TSA,PRJNA267953,SAMN03223115,24560553,22220
413,GCFM00000000.1,Episyrphus balteatus,Syrphidae,Diptera,0,0.0,not found,GCFM01,TSA,PRJNA267940,SAMN03223102,23662281,27726
414,GCFG00000000.1,Baccha elongata,Syrphidae,Diptera,1,1.0,found,GCFG01,TSA,PRJNA267916,SAMN03223078,19172757,20454
415,GCFH00000000.1,Archimicrodon brachycerus,Syrphidae,Diptera,0,0.0,not found,GCFH01,TSA,PRJNA267912,SAMN03223074,31623146,38438
416,GCEW00000000.1,Sapromyza sciomyzina,Lauxaniidae,Diptera,0,0.0,not found,GCEW01,TSA,PRJNA267992,SAMN03223155,26709610,32135
417,GGKQ00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,1,1.0,found,GGKQ01,TSA,PRJNA437510,SAMN08706805,378239951,172198
418,GGKK00000000.1,Sitophilus oryzae,Curculionidae,Coleoptera,2,0.0,not found,GGKK01,TSA,PRJNA437510,SAMN08668856,54075666,59909
419,GGBC00000000.1,Polypedilum nubifer,Chironomidae,Diptera,0,0.0,not found,GGBC01,TSA,PRJNA406831,SAMN07652576,19442890,15987
420,GGBJ00000000.1,Corethrella calathicola,Chaoboridae,Diptera,1,1.0,found,GGBJ01,TSA,PRJNA406831,SAMN07652584,34031122,26273
421,GGAW00000000.1,Atrichopogon sp. Cera GD1,Ceratopogonidae,Diptera,1,1.0,found,GGAW01,TSA,PRJNA406831,SAMN07652570,17595540,20891
422,GGBH00000000.1,Dixa sp. Dix1,Dixidae,Diptera,0,0.0,not found,GGBH01,TSA,PRJNA406831,SAMN07652582,22589416,19277
423,GGAY00000000.1,Procladius villosimanus,Chironomidae,Diptera,0,0.0,not found,GGAY01,TSA,PRJNA406831,SAMN07652572,20764026,31945
424,GGAV00000000.1,Scatopsidae sp. GD3,Scatopsidae,Diptera,2,1.0,found,GGAV01,TSA,PRJNA406831,SAMN07652568,22156793,26875
425,GGBM00000000.1,Tripteroides aranoides,Culicidae,Diptera,1,1.0,found,GGBM01,TSA,PRJNA406831,SAMN07652587,21959896,32555
426,GGBL00000000.1,Toxorhynchites sp. Toxo,Culicidae,Diptera,0,0.0,not found,GGBL01,TSA,PRJNA406831,SAMN07652586,30684246,19586
427,GGBK00000000.1,Chaoborus flavidulus,Chaoboridae,Diptera,1,1.0,found,GGBK01,TSA,PRJNA406831,SAMN07652585,23881969,31661
428,GGBI00000000.1,cf. Dixella/Nothodixa sp. Dix2,Dixidae,Diptera,0,0.0,not found,GGBI01,TSA,PRJNA406831,SAMN07652583,20289804,17470
429,GGBP00000000.1,Simulium sp. Sim Corn,Simuliidae,Diptera,0,0.0,not found,GGBP01,TSA,PRJNA406831,SAMN07652581,10339108,13059
430,GGBG00000000.1,cf. Paracnephia sp. Prosim 2,Simuliidae,Diptera,0,0.0,not found,GGBG01,TSA,PRJNA406831,SAMN07652580,19123154,17017
431,GGBE00000000.1,Kiefferophyes invenustulus,Chironomidae,Diptera,0,0.0,not found,GGBE01,TSA,PRJNA406831,SAMN07652578,32671099,36325
432,GGBF00000000.1,Austrothaumalea cf. denticulata Cul1,Thaumaleidae,Diptera,0,0.0,not found,GGBF01,TSA,PRJNA406831,SAMN07652579,19309558,26170
433,GGBD00000000.1,Cardiocladius sp. GF1,Chironomidae,Diptera,0,0.0,not found,GGBD01,TSA,PRJNA406831,SAMN07652577,19022139,15214
434,GGBB00000000.1,Telmatogeton pectinata,Chironomidae,Diptera,0,0.0,not found,GGBB01,TSA,PRJNA406831,SAMN07652575,20989934,10108
435,GGBA00000000.1,Paraheptagyia tonnoiri,Chironomidae,Diptera,0,0.0,not found,GGBA01,TSA,PRJNA406831,SAMN07652574,15840865,14232
436,GGAX00000000.1,Podonomus sp. Cul2,Chironomidae,Diptera,0,0.0,not found,GGAX01,TSA,PRJNA406831,SAMN07652571,32758834,36763
437,GGAZ00000000.1,Telmatopelopia nemorum,Chironomidae,Diptera,0,0.0,not found,GGAZ01,TSA,PRJNA406831,SAMN07652573,15359588,13773
438,GGAN00000000.1,Dasyhelea sp. Cera B11,Ceratopogonidae,Diptera,2,2.0,found,GGAN01,TSA,PRJNA406831,SAMN07652569,27315104,16226
439,GFFZ00000000.1,Machimus arthriticus,Asilidae,Diptera,0,0.0,not found,GFFZ01,TSA,PRJNA361480,SAMN06234159,39962600,37523
440,GFGB00000000.1,Dasypogon diadema,Asilidae,Diptera,0,0.0,not found,GFGB01,TSA,PRJNA361480,"SAMN06234163,SAMN06234164",27238185,31942
441,GCDK00000000.1,Hyles euphorbiae,Sphingidae,Lepidoptera,0,0.0,not found,GCDK01,TSA,PRJNA267878,SAMN03247533,14027954,18080
442,GFJU00000000.1,Tomicus yunnanensis,Curculionidae,Coleoptera,0,0.0,not found,GFJU01,TSA,PRJNA362869,SAMN06250347,146054795,207310
443,GBML00000000.1,Symmorphus murarius,Vespidae,Hymenoptera,2,1.0,found,GBML01,TSA,PRJNA252214,SAMN02870415,32940146,30281
444,GBMF00000000.1,Discoelius zonalis,Vespidae,Hymenoptera,1,1.0,found,GBMF01,TSA,PRJNA252211,SAMN02870284,25517162,22427
445,GBMZ00000000.1,Chlorodynerus chloroticus,Vespidae,Hymenoptera,0,0.0,not found,GBMZ01,TSA,PRJNA252159,SAMN02870239,36379353,26072
446,GBTI00000000.1,Leptochilus alpestris,Vespidae,Hymenoptera,0,0.0,not found,GBTI01,TSA,PRJNA252164,SAMN02870326,28450846,34721
447,GBOX00000000.1,Quartinia thebaica,Vespidae,Hymenoptera,1,1.0,found,GBOX01,TSA,PRJNA252216,SAMN02870392,36083623,32724
448,GBMD00000000.1,Ancistrocerus nigricornis,Vespidae,Hymenoptera,1,1.0,found,GBMD01,TSA,PRJNA252210,SAMN02870208,33488814,28657
449,GBMR00000000.1,Delta sp. AD-2014,Vespidae,Hymenoptera,1,1.0,found,GBMR01,TSA,PRJNA252171,SAMN02870275,32701875,31638
450,GBMO00000000.1,Celonites abbreviatus,Vespidae,Hymenoptera,2,1.0,found,GBMO01,TSA,PRJNA252306,SAMN02870229,31303713,21771
451,GBTG00000000.1,Alastor atropos,Vespidae,Hymenoptera,3,1.0,found,GBTG01,TSA,PRJNA252180,SAMN02870201,24096583,34013
452,GBTN00000000.1,Gymnomerus laevipes,Vespidae,Hymenoptera,0,0.0,not found,GBTN01,TSA,PRJNA252161,SAMN02870306,30043104,21735
453,GBLO00000000.1,Cosmocomoidea morgani,Mymaridae,Hymenoptera,1,1.0,found,GBLO01,TSA,PRJNA252135,SAMN02870302,14335505,16340
454,GBLM00000000.1,Cosmocomoidea triguttata,Mymaridae,Hymenoptera,3,3.0,found,GBLM01,TSA,PRJNA252118,SAMN02870304,19412001,16555
455,GBLN00000000.1,Cosmocomoidea morrilli,Mymaridae,Hymenoptera,2,2.0,found,GBLN01,TSA,PRJNA252129,SAMN02870303,20089045,18833
456,GCVC00000000.1,Allodynerus rossii,Vespidae,Hymenoptera,2,1.0,found,GCVC01,TSA,PRJNA272304,SAMN03287649,37781966,29785
457,GDLP00000000.1,Paragymnomerus spiricornis,Vespidae,Hymenoptera,0,0.0,not found,GDLP01,TSA,PRJNA286601,SAMN03799646,26071259,23109
458,GBWT00000000.1,Odynerus spinipes,Vespidae,Hymenoptera,1,1.0,found,GBWT01,TSA,PRJNA252265,SAMN02870352,29055982,24870
459,GBVQ00000000.1,Stenodynerus steckianus,Vespidae,Hymenoptera,0,0.0,not found,GBVQ01,TSA,PRJNA252172,SAMN02870409,26274934,27435
460,GBVS00000000.1,Microdynerus nugdunensis,Vespidae,Hymenoptera,1,1.0,found,GBVS01,TSA,PRJNA252193,SAMN02870342,27194691,22493
461,GBQQ00000000.1,Katamenes arbustorum,Vespidae,Hymenoptera,0,0.0,not found,GBQQ01,TSA,PRJNA252307,SAMN02870322,32783544,26864
462,GBNU00000000.1,Euodynerus quadrifasciatus,Vespidae,Hymenoptera,1,1.0,found,GBNU01,TSA,PRJNA252163,SAMN02870298,28372626,25063
463,GBOT00000000.1,Rhynchium cyanopterum,Vespidae,Hymenoptera,0,0.0,not found,GBOT01,TSA,PRJNA252179,SAMN02870393,23062333,26074
464,GGEG00000000.1,Papaipema speciosissima,Noctuidae,Lepidoptera,0,0.0,not found,GGEG01,TSA,PRJNA392177,SAMN07284860,97154478,68896
465,GGEH00000000.1,Papaipema sp. 4 SJO-2017,Noctuidae,Lepidoptera,0,0.0,not found,GGEH01,TSA,PRJNA392177,SAMN07284861,85432625,95072
466,GFGA00000000.1,Eutolmus rufibarbis,Asilidae,Diptera,1,1.0,found,GFGA01,TSA,PRJNA361480,SAMN06234161,44976302,38955
467,GFQP00000000.1,Eriocrania semipurpurella,Eriocraniidae,Lepidoptera,0,0.0,not found,GFQP01,TSA,PRJNA377940,SAMN06480669,53091594,52815
468,GGFL00000000.1,Anopheles darlingi,Culicidae,Diptera,1,1.0,found,GGFL01,TSA,PRJNA428765,"SAMN08332484,SAMN08332485",16110663,16305
469,GGFK00000000.1,Anopheles triannulatus,Culicidae,Diptera,0,0.0,not found,GGFK01,TSA,PRJNA428765,SAMN08332488,22282004,15820
470,GGFJ00000000.1,Anopheles marajoara,Culicidae,Diptera,0,0.0,not found,GGFJ01,TSA,PRJNA428765,SAMN08332487,19653024,15037
471,GGFM00000000.1,Anopheles braziliensis,Culicidae,Diptera,0,0.0,not found,GGFM01,TSA,PRJNA428765,SAMN08332486,12806113,12570
472,GGFF00000000.1,Anopheles nuneztovari,Culicidae,Diptera,0,0.0,not found,GGFF01,TSA,PRJNA428765,SAMN08332483,188820,284
473,GGFG00000000.1,Myrmecia gulosa,Formicidae,Hymenoptera,0,0.0,not found,GGFG01,TSA,PRJNA429730,SAMN08358205,11706,22
474,GGEV00000000.1,Planotortrix octo,Tortricidae,Lepidoptera,0,0.0,not found,GGEV01,TSA,PRJNA243922,"SAMN02714767,SAMN02714768,SAMN07780261",17166333,17283
475,GGET00000000.1,Ctenopseustis herana,Tortricidae,Lepidoptera,0,0.0,not found,GGET01,TSA,PRJNA236627,"SAMN02639469,SAMN02639470,SAMN07775734",19720797,19929
476,GGEU00000000.1,Planotortrix excessana,Tortricidae,Lepidoptera,0,0.0,not found,GGEU01,TSA,PRJNA243920,"SAMN02720828,SAMN02720829,SAMN07775788",18676312,18637
477,GEOI00000000.1,Cylas formicarius,Brentidae,Coleoptera,0,0.0,not found,GEOI01,TSA,PRJNA322367,"SAMN05161781,SAMN05161782,SAMN05161783,SAMN05161784,SAMN05161785,SAMN05161786",52080605,37344
478,GFBX00000000.1,Hemideina crassidens,Anostostomatidae,Orthoptera,0,0.0,not found,GFBX01,TSA,PRJNA353021,"SAMN06008186,SAMN06008189",989107,1754
479,GFBW00000000.1,Hemideina thoracica,Anostostomatidae,Orthoptera,0,0.0,not found,GFBW01,TSA,PRJNA353021,"SAMN06008187,SAMN06008188",1432621,2691
480,GGEO00000000.1,Ctenopseustis obliquana,Tortricidae,Lepidoptera,0,0.0,not found,GGEO01,TSA,PRJNA236626,"SAMN02644784,SAMN02644785,SAMN07775789",17539158,17404
481,GCOO00000000.1,Phyllodes eyndhovii,Noctuidae,Lepidoptera,0,0.0,not found,GCOO01,TSA,PRJNA267894,SAMN03247549,30013624,30335
482,GCJS00000000.1,Phragmatobia fuliginosa,Erebidae,Lepidoptera,0,0.0,not found,GCJS01,TSA,PRJNA267893,SAMN03247548,27597180,35355
483,GCNU00000000.1,Amata phegea,Erebidae,Lepidoptera,0,0.0,not found,GCNU01,TSA,PRJNA267859,SAMN03247514,41695618,61547
484,GGCK00000000.1,Microplitis mediator,Braconidae,Hymenoptera,1,1.0,found,GGCK01,TSA,PRJNA396461,"SAMN07426834,SAMN07426835,SAMN07426836,SAMN07426837",33227382,18883
485,GGEJ00000000.1,Copidosoma sosares,Encyrtidae,Hymenoptera,0,0.0,not found,GGEJ01,TSA,PRJNA427910,SAMN08275836,5941858,6654
486,GBWK00000000.1,Leucospis dorsigera,Leucospidae,Hymenoptera,0,0.0,not found,GBWK01,TSA,PRJNA252311,SAMN02870329,35036790,33660
487,GBVC00000000.1,Metaphycus flavus,Encyrtidae,Hymenoptera,1,1.0,found,GBVC01,TSA,PRJNA252130,SAMN02870340,17292933,19268
488,GBUU00000000.1,Ormyrus sp. AD-2014,Ormyridae,Hymenoptera,1,1.0,found,GBUU01,TSA,PRJNA252239,SAMN02870358,24623022,27665
489,GBPF00000000.1,Theocolax elegans,Pteromalidae,Hymenoptera,0,0.0,not found,GBPF01,TSA,PRJNA252160,SAMN02870427,28383743,18918
490,GBQC00000000.1,Eurytoma brunniventris,Eurytomidae,Hymenoptera,1,1.0,found,GBQC01,TSA,PRJNA252308,SAMN02870300,28297023,25590
491,GBOV00000000.1,Philotrypesis parca,Pteromalidae,Hymenoptera,0,0.0,not found,GBOV01,TSA,PRJNA252155,SAMN02870377,31771081,24491
492,GBPA00000000.1,Bootanomyia dorsalis,Megastigmidae,Hymenoptera,0,0.0,not found,GBPA01,TSA,PRJNA252195,SAMN02870223,24091485,27452
493,GCUN00000000.1,Eucharis adscendens,Eucharitidae,Hymenoptera,0,0.0,not found,GCUN01,TSA,PRJNA272307,SAMN03287652,31423673,22145
494,GBMC00000000.1,Trichogramma evanescens,Trichogrammatidae,Hymenoptera,1,1.0,found,GBMC01,TSA,PRJNA252243,SAMN02870432,28660627,21933
