id,species,family_name,order_name,hits,source,filtered_hits
GBVO00000000.1,Ampulex fasciata,Ampulicidae,Hymenoptera,0,TSA,0.0
GBVM00000000.1,Ibalia leucospoides ensiger,Ibaliidae,Hymenoptera,0,TSA,0.0
GBVL00000000.1,Passaloecus eremita,Crabronidae,Hymenoptera,0,TSA,0.0
GBVK00000000.1,Melitta haemorrhoidalis,Melittidae,Hymenoptera,0,TSA,0.0
GBVJ00000000.1,Eucera nigriceps,Apidae,Hymenoptera,0,TSA,0.0
GBVI00000000.1,Cephus spinipes,Cephidae,Hymenoptera,0,TSA,0.0
GBVH00000000.1,Xyela alpigena,Xyelidae,Hymenoptera,1,TSA,1.0
GBVG00000000.1,Gasteruption tournieri,Gasteruptiidae,Hymenoptera,1,TSA,1.0
GBVF00000000.1,Blasticotoma filiceti,Blasticotomidae,Hymenoptera,0,TSA,0.0
GBVE00000000.1,Aphidius colemani,Braconidae,Hymenoptera,0,TSA,0.0
GBVD00000000.1,Ceraphron sp. AD-2014,Ceraphronidae,Hymenoptera,3,TSA,2.0
GBVB00000000.1,Inostemma sp. AD-2014,Platygastridae,Hymenoptera,0,TSA,0.0
GBUY00000000.1,Aleiodes testaceus,Braconidae,Hymenoptera,1,TSA,1.0
GBUQ00000000.1,Trichopria drosophilae,Diapriidae,Hymenoptera,1,TSA,1.0
GBUP00000000.1,Trissolcus semistriatus,Scelionidae,Hymenoptera,1,TSA,1.0
GBUO00000000.1,Diprion pini,Diprionidae,Hymenoptera,1,TSA,1.0
GBUN00000000.1,Cleptes nitidulus,Chrysididae,Hymenoptera,0,TSA,0.0
GBUM00000000.1,Xylocopa violacea,Apidae,Hymenoptera,0,TSA,0.0
GBUK00000000.1,Osmia cornuta,Megachilidae,Hymenoptera,0,TSA,0.0
GBUJ00000000.1,Colletes cunicularius,Colletidae,Hymenoptera,0,TSA,0.0
GBQM00000000.1,Colpa sexmaculata,Scoliidae,Hymenoptera,0,TSA,0.0
GBQP00000000.1,Halictus quadricinctus,Halictidae,Hymenoptera,0,TSA,0.0
GBQL00000000.1,Episyron rufipes,Pompilidae,Hymenoptera,1,TSA,1.0
GBQN00000000.1,Megachile willughbiella,Megachilidae,Hymenoptera,0,TSA,0.0
GBQK00000000.1,Heriades truncorum,Megachilidae,Hymenoptera,0,TSA,0.0
GBQG00000000.1,Megalodontes cephalotes,Megalodontesidae,Hymenoptera,1,TSA,1.0
GBQF00000000.1,Bombus rupestris,Apidae,Hymenoptera,0,TSA,0.0
GBQE00000000.1,Cephalonomia tarsalis,Bethylidae,Hymenoptera,2,TSA,1.0
GBQJ00000000.1,Scolia hirta,Scoliidae,Hymenoptera,0,TSA,0.0
GBQA00000000.1,Torymus bedeguaris,Torymidae,Hymenoptera,1,TSA,1.0
GBPZ00000000.1,Coelioxys conoidea,Megachilidae,Hymenoptera,0,TSA,0.0
GBPW00000000.1,Epeolus variegatus,Apidae,Hymenoptera,0,TSA,0.0
GBPN00000000.1,Chelostoma florisomne,Megachilidae,Hymenoptera,0,TSA,0.0
GBPE00000000.1,Hyposoter didymator,Ichneumonidae,Hymenoptera,0,TSA,0.0
GBOU00000000.1,Liris sp. AD-2014,Crabronidae,Hymenoptera,0,TSA,0.0
GBOR00000000.1,Syrphophilus tricinctorius,Ichneumonidae,Hymenoptera,1,TSA,1.0
GBOQ00000000.1,Dasymutilla gloriosa,Mutillidae,Hymenoptera,1,TSA,1.0
GBNW00000000.1,Pseudoscolia sinaitica,Crabronidae,Hymenoptera,0,TSA,0.0
GBOE00000000.1,Chlorion hirtum,Sphecidae,Hymenoptera,0,TSA,0.0
GBOC00000000.1,Palarus histrio,Crabronidae,Hymenoptera,0,TSA,0.0
GBNO00000000.1,Dolichurus corniculus,Ampulicidae,Hymenoptera,1,TSA,1.0
GBOL00000000.1,Cimbex rubida,Cimbicidae,Hymenoptera,0,TSA,0.0
GBNJ00000000.1,Pseudogonalos hahnii,Trigonalidae,Hymenoptera,0,TSA,0.0
GBNT00000000.1,Ampulex compressa,Ampulicidae,Hymenoptera,0,TSA,0.0
GBTU00000000.1,Orasema simulatrix,Eucharitidae,Hymenoptera,0,TSA,0.0
GBTF00000000.1,Dacnusa sibirica,Braconidae,Hymenoptera,1,TSA,1.0
GBTY00000000.1,Dufourea dentiventris,Halictidae,Hymenoptera,0,TSA,0.0
GBTZ00000000.1,Methocha articulata,Thynnidae,Hymenoptera,1,TSA,1.0
GBWX00000000.1,Elampus spina,Chrysididae,Hymenoptera,0,TSA,0.0
GBWY00000000.1,Sapyga quinquepunctata,Sapygidae,Hymenoptera,1,TSA,1.0
GBQV00000000.1,Eucera sp. 'Tetraloniella' AD-2014,Apidae,Hymenoptera,0,TSA,0.0
GBNP00000000.1,Euglossa dilemma,Apidae,Hymenoptera,0,TSA,0.0
GBNY00000000.1,Andricus quercuscalicis,Cynipidae,Hymenoptera,0,TSA,0.0
GBQS00000000.1,Vespa crabro,Vespidae,Hymenoptera,1,TSA,1.0
GBQU00000000.1,Nitela sp. AD-2014,Crabronidae,Hymenoptera,0,TSA,0.0
GBTM00000000.1,Anthophora plumipes,Apidae,Hymenoptera,0,TSA,0.0
GBTL00000000.1,Tetragonula carbonaria,Apidae,Hymenoptera,0,TSA,0.0
GBTP00000000.1,Aproceros leucopoda,Argidae,Hymenoptera,0,TSA,0.0
GBTQ00000000.1,Lestica clypeata,Crabronidae,Hymenoptera,0,TSA,0.0
GBTS00000000.1,Orussus unicolor,Orussidae,Hymenoptera,0,TSA,0.0
GBPQ00000000.1,Sapygina decemguttata,Sapygidae,Hymenoptera,1,TSA,1.0
GBPS00000000.1,Hylaeus variegatus,Colletidae,Hymenoptera,0,TSA,0.0
GBPU00000000.1,Ceratina chalybea,Apidae,Hymenoptera,0,TSA,0.0
GBOJ00000000.1,Anthidium manicatum,Megachilidae,Hymenoptera,0,TSA,0.0
GBPV00000000.1,Auplopus albifrons,Pompilidae,Hymenoptera,2,TSA,1.0
GBOK00000000.1,Meria tripunctata,Thynnidae,Hymenoptera,1,TSA,1.0
GBNQ00000000.1,Smicromyrme rufipes,Mutillidae,Hymenoptera,1,TSA,1.0
GBNX00000000.1,Macropis fulvipes,Melittidae,Hymenoptera,0,TSA,0.0
GBNZ00000000.1,Heterodontonyx sp. AD-2014,Pompilidae,Hymenoptera,2,TSA,1.0
GBON00000000.1,Dryudella pinguis,Crabronidae,Hymenoptera,0,TSA,0.0
GBNC00000000.1,Telenomus sp. AD-2014,Scelionidae,Hymenoptera,1,TSA,1.0
GBPP00000000.1,Dioxys cincta,Megachilidae,Hymenoptera,0,TSA,0.0
GBPT00000000.1,Lasioglossum xanthopus,Halictidae,Hymenoptera,0,TSA,0.0
GBNG00000000.1,Vespula germanica,Vespidae,Hymenoptera,1,TSA,1.0
GBNI00000000.1,Eucera malvae,Apidae,Hymenoptera,0,TSA,0.0
GBPG00000000.1,Eucera nigrescens,Apidae,Hymenoptera,0,TSA,0.0
GBOH00000000.1,Masaris aegyptiacus aegyptiacus,Vespidae,Hymenoptera,2,TSA,1.0
GBMY00000000.1,Netelia sp. AD-2014,Ichneumonidae,Hymenoptera,0,TSA,0.0
GBPI00000000.1,Urocerus augur,Siricidae,Hymenoptera,1,TSA,1.0
GBPJ00000000.1,Heteropelma amictum,Ichneumonidae,Hymenoptera,1,TSA,1.0
GBPM00000000.1,Pimpla flavicoxis,Ichneumonidae,Hymenoptera,1,TSA,1.0
GBND00000000.1,Buathra laborator,Ichneumonidae,Hymenoptera,1,TSA,1.0
GBPO00000000.1,Pison atrum,Crabronidae,Hymenoptera,0,TSA,0.0
GBOA00000000.1,Spilomena beata,Crabronidae,Hymenoptera,0,TSA,0.0
GBMT00000000.1,Ammophila sabulosa,Sphecidae,Hymenoptera,0,TSA,0.0
GBMS00000000.1,Brachygaster minutus,Evaniidae,Hymenoptera,1,TSA,1.0
GBMX00000000.1,Ammobates syriacus,Apidae,Hymenoptera,0,TSA,0.0
GBMU00000000.1,Stephanus serrator,Stephanidae,Hymenoptera,1,TSA,1.0
GBOG00000000.1,Sirex noctilio,Siricidae,Hymenoptera,0,TSA,0.0
GBMW00000000.1,Parischnogaster nigricans,Vespidae,Hymenoptera,0,TSA,0.0
GBOI00000000.1,Camptopoeum sacrum,Andrenidae,Hymenoptera,0,TSA,0.0
GBPH00000000.1,Arge berberidis,Argidae,Hymenoptera,0,TSA,0.0
GBNB00000000.1,Stizus continuus,Crabronidae,Hymenoptera,0,TSA,0.0
GBLV00000000.1,Chyphotes sp. AD-2014,Chyphotidae,Hymenoptera,0,TSA,0.0
GBLX00000000.1,Tremex magus,Siricidae,Hymenoptera,1,TSA,1.0
GBME00000000.1,Panurgus dentipes,Andrenidae,Hymenoptera,0,TSA,0.0
GBMG00000000.1,Eumenes papillarius,Vespidae,Hymenoptera,0,TSA,0.0
GBLY00000000.1,Eucera plumigera,Apidae,Hymenoptera,0,TSA,0.0
GBLZ00000000.1,Eucera syriaca,Apidae,Hymenoptera,0,TSA,0.0
GBWD00000000.1,Macrocentrus marginator,Braconidae,Hymenoptera,1,TSA,1.0
GBQB00000000.1,Euura ribesii,Tenthredinidae,Hymenoptera,1,TSA,1.0
GBLR00000000.1,Thyreus orbatus,Apidae,Hymenoptera,0,TSA,0.0
GBMJ00000000.1,Lithurgus chrysurus,Megachilidae,Hymenoptera,0,TSA,0.0
GBMP00000000.1,Dasypoda hirtipes,Melittidae,Hymenoptera,0,TSA,0.0
GBKM00000000.1,Acantholyda hieroglyphica,Pamphiliidae,Hymenoptera,1,TSA,1.0
GCVB00000000.1,Brachyserphus parvulus,Proctotrupidae,Hymenoptera,1,TSA,1.0
GBOY00000000.1,Mellinus arvensis,Crabronidae,Hymenoptera,0,TSA,0.0
GCRH00000000.1,Plumarius gradifrons,Plumariidae,Hymenoptera,0,TSA,0.0
GBLP00000000.1,Diglyphus isaea,Eulophidae,Hymenoptera,0,TSA,0.0
GBLL00000000.1,Dendrocerus carpenteri,Megaspilidae,Hymenoptera,1,TSA,0.0
GBLE00000000.1,Brachymeria minuta,Chalcididae,Hymenoptera,1,TSA,1.0
GBLB00000000.1,Astata minor,Crabronidae,Hymenoptera,0,TSA,0.0
GBLA00000000.1,Nomada lathburiana,Apidae,Hymenoptera,0,TSA,0.0
GBKZ00000000.1,Sphecodes albilabris,Halictidae,Hymenoptera,0,TSA,0.0
GBLF00000000.1,Andrena vaga,Andrenidae,Hymenoptera,0,TSA,0.0
GEOV00000000.1,Tegeticula yuccasella,Prodoxidae,Lepidoptera,0,TSA,0.0
GEOU00000000.1,Tischeria quercitella,Tischeriidae,Lepidoptera,0,TSA,0.0
GEOR00000000.1,Tineola bisselliella,Tineidae,Lepidoptera,0,TSA,0.0
GEOQ00000000.1,Thyridopteryx ephemeraeformis,Psychidae,Lepidoptera,0,TSA,0.0
GEOP00000000.1,Palaephatus nielseni,Palaephatidae,Lepidoptera,0,TSA,0.0
GEON00000000.1,Palaephatus luteolus,Palaephatidae,Lepidoptera,1,TSA,0.0
GEOO00000000.1,Phymatopus californicus,Hepialidae,Lepidoptera,0,TSA,0.0
GEOM00000000.1,Metaphatus ochraceus,Palaephatidae,Lepidoptera,0,TSA,0.0
GEOL00000000.1,Metaphatus ochraceus,Palaephatidae,Lepidoptera,0,TSA,0.0
GEOT00000000.1,Pseudopostega quadristrigella,Opostegidae,Lepidoptera,0,TSA,0.0
GBWI00000000.1,Philanthus triangulum,Crabronidae,Hymenoptera,0,TSA,0.0
GBWO00000000.1,Trypoxylon figulus,Crabronidae,Hymenoptera,0,TSA,0.0
GBWH00000000.1,Crossocerus quadrimaculatus,Crabronidae,Hymenoptera,0,TSA,0.0
GBWG00000000.1,Crabro peltarius,Crabronidae,Hymenoptera,0,TSA,0.0
GBQI00000000.1,Prionyx kirbii,Sphecidae,Hymenoptera,0,TSA,0.0
GBQO00000000.1,Stizoides tridentatus,Crabronidae,Hymenoptera,0,TSA,0.0
GBQH00000000.1,Pemphredon lugens,Crabronidae,Hymenoptera,0,TSA,0.0
GBQD00000000.1,Sphex funerarius,Sphecidae,Hymenoptera,0,TSA,0.0
GBPX00000000.1,Podalonia hirsuta,Sphecidae,Hymenoptera,0,TSA,0.0
GBPY00000000.1,Isodontia mexicana,Sphecidae,Hymenoptera,0,TSA,0.0
GBOB00000000.1,Sphecius convallis,Crabronidae,Hymenoptera,0,TSA,0.0
GBLU00000000.1,Oxybelus bipunctatus,Crabronidae,Hymenoptera,0,TSA,0.0
GBMA00000000.1,Diodontus minutus,Crabronidae,Hymenoptera,0,TSA,0.0
GBLS00000000.1,Dinetus pictus,Crabronidae,Hymenoptera,0,TSA,0.0
GBNF00000000.1,Harpactus elegans,Crabronidae,Hymenoptera,0,TSA,0.0
GBNN00000000.1,Nysson niger,Crabronidae,Hymenoptera,0,TSA,0.0
GBPR00000000.1,Tachysphex fulvitarsis,Crabronidae,Hymenoptera,0,TSA,0.0
GBNL00000000.1,Sceliphron curvatum,Sphecidae,Hymenoptera,0,TSA,0.0
GBNR00000000.1,Gorytes laticinctus,Crabronidae,Hymenoptera,0,TSA,0.0
GBNH00000000.1,Psenulus fuscipennis,Crabronidae,Hymenoptera,0,TSA,0.0
GBNS00000000.1,Cerceris arenaria,Crabronidae,Hymenoptera,0,TSA,0.0
GBOM00000000.1,Chalybion californicum,Sphecidae,Hymenoptera,0,TSA,0.0
GBQR00000000.1,Bembix rostrata,Crabronidae,Hymenoptera,0,TSA,0.0
GBUA00000000.1,Alysson spinosus,Crabronidae,Hymenoptera,0,TSA,0.0
GFDL00000000.1,Culex tarsalis,Culicidae,Diptera,3,TSA,1.0
GEZZ00000000.1,Diadromus collaris,Ichneumonidae,Hymenoptera,1,TSA,1.0
GEEM00000000.1,Trichoplusia ni,Noctuidae,Lepidoptera,0,TSA,0.0
GFDG00000000.1,Haematobia irritans,Muscidae,Diptera,0,TSA,0.0
GFDF00000000.1,Nyssomyia neivai,Psychodidae,Diptera,0,TSA,0.0
GFCY00000000.1,Bombyx mori,Bombycidae,Lepidoptera,0,TSA,0.0
GFCX00000000.1,Antheraea pernyi,Saturniidae,Lepidoptera,0,TSA,0.0
GECK00000000.1,Rhodnius prolixus,Reduviidae,Hemiptera,0,TSA,0.0
GFAF00000000.1,Cotesia vestalis,Braconidae,Hymenoptera,1,TSA,1.0
GEMJ00000000.1,Rhipidia sejuga,Limoniidae,Diptera,0,TSA,0.0
GEMI00000000.1,Pedicia vetusta,Pediciidae,Diptera,1,TSA,1.0
GEMK00000000.1,Liogma simplicicornis,Cylindrotomidae,Diptera,1,TSA,1.0
GEYN00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
GFBA00000000.1,Tupiocoris notatus,Miridae,Hemiptera,0,TSA,0.0
GFBH00000000.1,Eogystia hippophaecolus,Cossidae,Lepidoptera,0,TSA,0.0
GFBD00000000.1,Camponotus fellah,Formicidae,Hymenoptera,0,TSA,0.0
GEZK00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GDIM00000000.1,Stomoxys calcitrans,Muscidae,Diptera,1,TSA,1.0
GARP00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GBDZ00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
GBGB00000000.1,Orius laevigatus,Anthocoridae,Hemiptera,0,TSA,0.0
GBBY00000000.1,Spodoptera litura,Noctuidae,Lepidoptera,0,TSA,0.0
GAIZ00000000.1,Gryllus firmus,Gryllidae,Orthoptera,0,TSA,0.0
GAWG00000000.1,Extatosoma tiaratum,Phasmatidae,Phasmatodea,0,TSA,0.0
GAWF00000000.1,Sipyloidea sipylus,Lonchodidae,Phasmatodea,0,TSA,0.0
GAWE00000000.1,Ramulus artemis,Phasmatidae,Phasmatodea,0,TSA,0.0
GAWD00000000.1,Medauroidea extradentata,Phasmatidae,Phasmatodea,0,TSA,0.0
GAWC00000000.1,Aretaon asperrimus,Heteropterygidae,Phasmatodea,3,TSA,1.0
GAHY00000000.1,Rhodnius prolixus,Reduviidae,Hemiptera,0,TSA,0.0
GFCT00000000.1,Mythimna separata,Noctuidae,Lepidoptera,0,TSA,0.0
GFCJ00000000.1,Loxostege sticticalis,Crambidae,Lepidoptera,0,TSA,0.0
IABQ00000000.1,Trypoxylus dichotomus tunobosonis,Scarabaeidae,Coleoptera,0,TSA,0.0
GEBL00000000.1,Heliothis virescens,Noctuidae,Lepidoptera,0,TSA,0.0
GEVJ00000000.1,Cochliomyia hominivorax,Calliphoridae,Diptera,0,TSA,0.0
GBZB00000000.1,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,0,TSA,0.0
GEOJ00000000.1,Lophocorona astiptica,Lophocoronidae,Lepidoptera,0,TSA,0.0
GEOG00000000.1,Heterobathmia pseuderiocrania,Heterobathmiidae,Lepidoptera,0,TSA,0.0
GENS00000000.1,Ptyssoptera sp. AB-2015,Palaephatidae,Lepidoptera,8,TSA,0.0
GENX00000000.1,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,0,TSA,0.0
GEOB00000000.1,Azaleodes micronipha,Palaephatidae,Lepidoptera,0,TSA,0.0
GEOE00000000.1,Enteucha acetosae,Nepticulidae,Lepidoptera,0,TSA,0.0
GENZ00000000.1,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,0,TSA,0.0
GENY00000000.1,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,0,TSA,0.0
GENO00000000.1,Tischeria quercitella,Tischeriidae,Lepidoptera,0,TSA,0.0
GENJ00000000.1,Phymatopus californicus,Hepialidae,Lepidoptera,0,TSA,0.0
GENI00000000.1,Palaephatus luteolus,Palaephatidae,Lepidoptera,11,TSA,1.0
GENR00000000.1,Eudarcia simulatricella,Meessiidae,Lepidoptera,0,TSA,0.0
GENH00000000.1,Dryadaula visaliella,Dryadaulidae,Lepidoptera,0,TSA,0.0
GEOA00000000.1,Andesiana lamellata,Andesianidae,Lepidoptera,0,TSA,0.0
GEOD00000000.1,Dryadaula visaliella,Dryadaulidae,Lepidoptera,0,TSA,0.0
GENP00000000.1,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,0,TSA,0.0
GENN00000000.1,Tineola bisselliella,Tineidae,Lepidoptera,0,TSA,0.0
GENM00000000.1,Thyridopteryx ephemeraeformis,Psychidae,Lepidoptera,0,TSA,0.0
GEOF00000000.1,Eudarcia simulatricella,Meessiidae,Lepidoptera,0,TSA,0.0
GEOC00000000.1,Dyseriocrania griseocapitella,Eriocraniidae,Lepidoptera,0,TSA,0.0
GENT00000000.1,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,0,TSA,0.0
GENU00000000.1,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,0,TSA,0.0
GEOS00000000.1,Neopseustis meyricki,Neopseustidae,Lepidoptera,0,TSA,0.0
GEOK00000000.1,Metaphatus ochraceus,Palaephatidae,Lepidoptera,0,TSA,0.0
GEVD00000000.1,Meccus pallidipennis,Reduviidae,Hemiptera,0,TSA,0.0
GEZY00000000.1,Sitophilus oryzae,Curculionidae,Coleoptera,1,TSA,1.0
GDQN00000000.1,Pectinophora gossypiella,Gelechiidae,Lepidoptera,0,TSA,0.0
GEZO00000000.1,Spodoptera litura,Noctuidae,Lepidoptera,0,TSA,0.0
GEYS00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,0,TSA,0.0
GEXM00000000.1,Oxysternon conspicillatum,Scarabaeidae,Coleoptera,0,TSA,0.0
GEWY00000000.1,Reticulitermes flavipes,Rhinotermitidae,Blattodea,0,TSA,0.0
GBRX00000000.1,Glossina palpalis gambiensis,Glossinidae,Diptera,1,TSA,1.0
GEBQ00000000.1,Graphocephala atropunctata,Cicadellidae,Hemiptera,0,TSA,0.0
GECU00000000.1,Homalodisca liturata,Cicadellidae,Hemiptera,0,TSA,0.0
GECZ00000000.1,Cuerna arida,Cicadellidae,Hemiptera,0,TSA,0.0
GEDC00000000.1,Clastoptera arizonana,Clastopteridae,Hemiptera,0,TSA,0.0
GELG00000000.1,Diachasmimorpha longicaudata,Braconidae,Hymenoptera,0,TSA,0.0
GEUD00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,1,TSA,0.0
GEUH00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,1,TSA,0.0
GEUE00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,1,TSA,0.0
GEUF00000000.1,Callosobruchus maculatus,Chrysomelidae,Coleoptera,3,TSA,1.0
GETI00000000.1,Manduca sexta,Sphingidae,Lepidoptera,0,TSA,0.0
GDIO00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
GETQ00000000.1,Rhagoletis pomonella,Tephritidae,Diptera,0,TSA,0.0
GDVG00000000.1,Clitarchus hookeri,Phasmatidae,Phasmatodea,0,TSA,0.0
GEOW00000000.1,Photinus pyralis,Lampyridae,Coleoptera,0,TSA,0.0
GESP00000000.1,Spodoptera frugiperda,Noctuidae,Lepidoptera,0,TSA,0.0
GDKW00000000.1,Rhodnius neglectus,Reduviidae,Hemiptera,0,TSA,0.0
GCZW00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GBFE00000000.1,Locusta migratoria,Acrididae,Orthoptera,0,TSA,0.0
GAPR00000000.1,Diadromus collaris,Ichneumonidae,Hymenoptera,0,TSA,0.0
GAQF00000000.1,Cotesia vestalis,Braconidae,Hymenoptera,0,TSA,0.0
GABB00000000.1,Archaeopsylla erinacei,Pulicidae,Siphonaptera,0,TSA,0.0
GELL00000000.1,Megalopta genalis,Halictidae,Hymenoptera,0,TSA,0.0
GEIF00000000.1,Periplaneta americana,Blattidae,Blattodea,0,TSA,0.0
GEDY00000000.1,Halyomorpha halys,Pentatomidae,Hemiptera,0,TSA,0.0
GEDM00000000.1,Neodiprion lecontei,Diprionidae,Hymenoptera,0,TSA,0.0
GDKB00000000.1,Cydia pomonella,Tortricidae,Lepidoptera,0,TSA,0.0
GDUN00000000.1,Aedes aegypti,Culicidae,Diptera,0,TSA,0.0
GDHC00000000.1,Lygus hesperus,Miridae,Hemiptera,0,TSA,0.0
GEDO00000000.1,Conogethes punctiferalis,Crambidae,Lepidoptera,0,TSA,0.0
GCET00000000.1,Coptotermes gestroi,Rhinotermitidae,Blattodea,0,TSA,0.0
GCJP00000000.1,Biston suppressaria,Geometridae,Lepidoptera,0,TSA,0.0
GEEA00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,1,TSA,1.0
GEEF00000000.1,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,1,TSA,0.0
GDAI00000000.1,Tabanus bromius,Tabanidae,Diptera,0,TSA,0.0
GAPW00000000.1,Aedes albopictus,Culicidae,Diptera,0,TSA,0.0
GCEQ00000000.1,Psyttalia lounsburyi,Braconidae,Hymenoptera,0,TSA,0.0
GCDX00000000.1,Psyttalia concolor,Braconidae,Hymenoptera,0,TSA,0.0
GCZT00000000.1,Aedes albopictus,Culicidae,Diptera,1,TSA,0.0
GEFG00000000.1,Cephus cinctus,Cephidae,Hymenoptera,0,TSA,0.0
GBZS00000000.1,Spodoptera litura,Noctuidae,Lepidoptera,0,TSA,0.0
GEFD00000000.1,Cephus cinctus,Cephidae,Hymenoptera,0,TSA,0.0
GEEY00000000.1,Cephus cinctus,Cephidae,Hymenoptera,0,TSA,0.0
GEES00000000.1,Neodiprion lecontei,Diprionidae,Hymenoptera,0,TSA,0.0
GAWS00000000.2,Periplaneta americana,Blattidae,Blattodea,0,TSA,0.0
GAXH00000000.2,Parides eurimedes,Papilionidae,Lepidoptera,0,TSA,0.0
GAUM00000000.2,Machilis hrabei,Machilidae,Archaeognatha,0,TSA,0.0
GAZD00000000.2,Lipara lucens,Chloropidae,Diptera,1,TSA,1.0
GATA00000000.2,Meloe violaceus,Meloidae,Coleoptera,0,TSA,0.0
GAST00000000.2,Polyommatus icarus,Lycaenidae,Lepidoptera,0,TSA,0.0
GASS00000000.2,Platycentropus radiatus,Limnephilidae,Trichoptera,1,TSA,1.0
GAUZ00000000.2,Stenobothrus lineatus,Acrididae,Orthoptera,0,TSA,0.0
GASN00000000.2,Thermobia domestica,Lepismatidae,Zygentoma,0,TSA,0.0
GAZM00000000.2,Stylops melittae,Stylopidae,Strepsiptera,0,TSA,0.0
GAVB00000000.2,Triodia sylvina,Hepialidae,Lepidoptera,0,TSA,0.0
GAXZ00000000.2,Trichocera saltator,Trichoceridae,Diptera,0,TSA,0.0
GAVA00000000.2,Triarthria setipennis,Tachinidae,Diptera,2,TSA,1.0
GAZB00000000.2,Lepicerus sp. AD-2013,Lepiceridae,Coleoptera,0,TSA,0.0
GAWP00000000.2,Grylloblatta bifratrilecta,Grylloblattidae,Grylloblattodea,0,TSA,0.0
GAXA00000000.2,Isonychia bicolor,Isonychiidae,Ephemeroptera,0,TSA,0.0
GASG00000000.2,Yponomeuta evonymellus,Yponomeutidae,Lepidoptera,0,TSA,0.0
GAYB00000000.2,Zygaena fausta,Zygaenidae,Lepidoptera,0,TSA,0.0
GAWT00000000.2,Empusa pennata,Empusidae,Mantodea,0,TSA,0.0
GAUK00000000.2,Ephemera danica,Ephemeridae,Ephemeroptera,0,TSA,0.0
GAYP00000000.2,Ctenocephalides felis,Pulicidae,Siphonaptera,0,TSA,0.0
GATY00000000.2,Chrysis viridula,Chrysididae,Hymenoptera,2,TSA,1.0
GAYK00000000.2,Boreus hyemalis,Boreidae,Mecoptera,1,TSA,1.0
GAZQ00000000.2,Aretaon asperrimus,Heteropterygidae,Phasmatodea,0,TSA,0.0
GATH00000000.2,Bittacus pilicornis,Bittacidae,Mecoptera,0,TSA,0.0
GDKA00000000.1,Rhynchophorus ferrugineus,Curculionidae,Coleoptera,0,TSA,0.0
GDAR00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,1,TSA,0.0
GECT00000000.1,Pteromalus puparum,Pteromalidae,Hymenoptera,1,TSA,1.0
GAXX00000000.2,Rhyacophila fasciata,Rhyacophilidae,Trichoptera,0,TSA,0.0
GAVM00000000.2,Hydroptila sp. AD-2013,Hydroptilidae,Trichoptera,1,TSA,1.0
GECN00000000.1,Diachasma alloeum,Braconidae,Hymenoptera,1,TSA,1.0
GEDK00000000.1,Neodiprion lecontei,Diprionidae,Hymenoptera,0,TSA,0.0
GEDB00000000.1,Polistes dominula,Vespidae,Hymenoptera,0,TSA,0.0
GBIJ00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GBII00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GECM00000000.1,Drosophila montana,Drosophilidae,Diptera,1,TSA,1.0
GBSB00000000.1,Diabrotica virgifera virgifera,Chrysomelidae,Coleoptera,0,TSA,0.0
GDQV00000000.1,Arachnocampa luminosa,Keroplatidae,Diptera,1,TSA,1.0
GBXD00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,TSA,0.0
GBUH00000000.1,Chrysomela populi,Chrysomelidae,Coleoptera,0,TSA,0.0
GDJM00000000.1,Cotesia rubecula,Braconidae,Hymenoptera,1,TSA,1.0
GBYH00000000.1,Cimex lectularius,Cimicidae,Hemiptera,0,TSA,0.0
GBSU00000000.1,Aphis glycines,Aphididae,Hemiptera,0,TSA,0.0
GAUP00000000.2,Cotesia vestalis,Braconidae,Hymenoptera,1,TSA,0.0
GAYL00000000.2,Cosmioperla kuna,Eustheniidae,Plecoptera,0,TSA,0.0
GDRP00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,0,TSA,0.0
GATC00000000.2,Nemophora degeerella,Adelidae,Lepidoptera,2,TSA,2.0
